"PMID","Autobiography","Bibliography","Biography","Case-Control Studies","Case Reports","Clinical Studies as Topic","Clinical Study","Cohort Studies","Comment","Congress","Consensus Development Conference","Cross-Cultural Comparison","Cross-Over Studies","Cross-Sectional Studies","Diagnostic Test Accuracy","Double-Blind Method","Editorial","Evaluation Studies as Topic","Evaluation Study","Feasibility Studies","Focus Groups","Follow-Up Studies","Genome-Wide Association Study","Historical Article","Human Experimentation","interview","Interviews as Topic","Lecture","Legal Case","Letter","Longitudinal Studies","Matched-Pair Analysis","Meta-analysis","Multicenter Study","News","Personal Narrative","Portrait","Practice Guideline","Predictive Value of Tests","Prospective Studies","Random Allocation","Randomized Controlled Trial","Reproducibility of Results","Retrospective Studies","Review","Systematic Reviews as Topic","Systematic Review","Twin Study","Validation Study"
33727594,0.0,0.0,0.00018,0.0017,0.0043,0.0011,0.0192,0.003,0.0507,0.00005,0.00002,0.00002,0.00007,0.0039,0.0,0.0013,0.004,0.00017,0.0046,0.0015,0.00014,0.004,0.0078,0.0019,0.00002,0.00004,0.00009,0.00003,0.00006,0.0018,0.0013,0.00023,0.00023,0.0012,0.00015,0.00003,0.0,0.00003,0.0079,0.009,0.001,0.00054,0.015,0.0156,0.0162,0.00003,0.00004,0.00004,0.0017
34840694,0.00005,0.00002,0.0262,0.0017,0.0083,0.0035,0.0147,0.0049,0.0144,0.00021,0.00003,0.00078,0.00007,0.011,0.0,0.00024,0.019,0.00039,0.007,0.00024,0.00014,0.0404,0.00036,0.0132,0.00014,0.00078,0.00091,0.00036,0.00038,0.0081,0.0017,0.00017,0.00071,0.0074,0.00032,0.00033,0.00022,0.00004,0.0182,0.0064,0.0045,0.001,0.0074,0.0054,0.2036,0.00004,0.0,0.00004,0.00077
34841124,0.0,0.0,0.00001,0.0,0.00033,0.014,0.7908,0.0015,0.00015,0.00005,0.00003,0.00002,0.0018,0.00063,0.0,0.0314,0.00021,0.00017,0.0,0.00057,0.00002,0.1532,0.00008,0.00045,0.0,0.0,0.0034,0.00002,0.0,0.00013,0.00013,0.00002,0.00029,0.0532,0.00015,0.0,0.00003,0.00004,0.0182,0.0309,0.00012,0.0906,0.0027,0.0025,0.0385,0.00003,0.00027,0.00008,0.00013
34896334,0.00003,0.00002,0.00001,0.0017,0.0021,0.0011,0.0133,0.0088,0.0144,0.0022,0.00072,0.00023,0.00006,0.0014,0.0,0.00018,0.0012,0.00075,0.0035,0.0005,0.00006,0.0949,0.00017,0.0003,0.0,0.00004,0.00034,0.00036,0.0,0.0013,0.0419,0.00003,0.00071,0.0018,0.00024,0.00003,0.00004,0.00028,0.0014,0.009,0.0021,0.00023,0.0074,0.0013,0.2086,0.00004,0.00002,0.00004,0.00054
35272494,0.0,0.0,0.0,0.00015,0.0033,0.2067,0.9909,0.0015,0.0011,0.0,0.00007,0.00002,0.0238,0.0162,0.0,0.9587,0.0013,0.00008,0.0016,0.0018,0.00006,0.1532,0.00005,0.00026,0.0,0.0,0.00004,0.00002,0.0,0.001,0.0146,0.0,0.00014,0.2655,0.00001,0.0,0.00002,0.0,0.0044,0.2684,0.00047,0.7939,0.0055,0.0059,0.00096,0.0,0.0,0.00001,0.00061
35642994,0.00005,0.00002,0.00018,0.0023,0.0023,0.0277,0.0648,0.0022,0.021,0.00019,0.00003,0.00078,0.00007,0.014,0.0,0.0122,0.0123,0.00075,0.0063,0.00057,0.00006,0.0126,0.0015,0.0014,0.00002,0.00053,0.00055,0.00024,0.00038,0.0032,0.0039,0.00003,0.00029,0.0078,0.004,0.00076,0.00013,0.00034,0.004,0.027,0.0039,0.0169,0.0031,0.0112,0.0121,0.00004,0.0,0.00003,0.00022
35653914,0.0,0.0,0.0,0.0017,0.00049,0.0105,0.0039,0.00069,0.00015,0.00001,0.00001,0.0001,0.00002,0.00063,0.0,0.00018,0.00026,0.00008,0.0015,0.00013,0.00002,0.00031,0.00017,0.00026,0.0,0.0,0.00004,0.00002,0.0,0.00079,0.00057,0.00002,0.0042,0.0183,0.00015,0.0,0.0,0.00004,0.0079,0.0053,0.00049,0.00009,0.008,0.0037,0.9387,0.00044,0.9956,0.0,0.00006
35867484,0.00003,0.0,0.0001,0.0046,0.035,0.0012,0.0147,0.0016,0.0093,0.00036,0.00007,0.0012,0.00007,0.0097,0.0,0.00037,0.1257,0.00038,0.0031,0.0044,0.0016,0.0099,0.00027,0.00073,0.0,0.0,0.00017,0.00024,0.00038,0.0018,0.009,0.00017,0.00097,0.0123,0.00001,0.00063,0.0,0.0017,0.007,0.0053,0.0012,0.0012,0.0074,0.0037,0.0615,0.0,0.0,0.00004,0.00077
36841074,0.0,0.0,0.00001,0.0039,0.0023,0.00052,0.0757,0.033,0.00015,0.00001,0.00001,0.00002,0.00006,0.036,0.0,0.00037,0.00021,0.00017,0.0018,0.00099,0.00016,0.0066,0.00027,0.00045,0.0,0.0,0.00034,0.0,0.0,0.0013,0.5073,0.00003,0.0042,0.0014,0.00001,0.0,0.0,0.0,0.00067,0.024,0.00049,0.001,0.0027,0.0716,0.0013,0.0,0.0,0.00004,0.00013
36976794,0.0,0.0,0.0024,0.00015,0.0023,0.1057,0.006,0.0133,0.00015,0.0,0.0,0.00002,0.00002,0.003,0.0,0.00016,0.0001,0.00004,0.00021,0.00024,0.0,0.0279,0.00008,0.0011,0.0,0.0,0.0034,0.00002,0.0,0.0001,0.0017,0.00006,0.9739,0.0022,0.00001,0.00003,0.0,0.0,0.0015,0.0088,0.00012,0.00006,0.0045,0.0017,0.9094,0.0361,0.9985,0.0,0.00054
37905374,0.0,0.00002,0.0,0.006,0.00049,0.0011,0.0367,0.0024,0.00015,0.00005,0.00002,0.0012,0.00007,0.003,0.00082,0.00016,0.0001,0.0011,0.0035,0.00089,0.00076,0.009,0.00005,0.00045,0.0,0.0,0.00034,0.00002,0.0,0.00079,0.5745,0.0221,0.00029,0.0047,0.00001,0.00003,0.00003,0.00018,0.003,0.024,0.00049,0.00084,0.005,0.0316,0.0025,0.00003,0.0,0.00073,0.00041
32613525,0.0,0.0,0.00001,0.0023,0.0013,0.014,0.8728,0.0049,0.00023,0.00001,0.00007,0.00002,0.00006,0.0039,0.0,0.00008,0.00068,0.00004,0.013,0.1518,0.00006,0.1862,0.00017,0.00085,0.0,0.0,0.0003,0.00002,0.0,0.00039,0.0204,0.0,0.00014,0.008,0.00001,0.0,0.00004,0.0,0.0112,0.0088,0.00099,0.3128,0.0097,0.0033,0.0021,0.0,0.0,0.00001,0.0011
32955635,0.0,0.0,0.00007,0.00015,0.9816,0.0061,0.0016,0.00042,0.00015,0.0,0.00002,0.00023,0.00006,0.00091,0.0,0.00018,0.00026,0.0,0.0,0.00006,0.00002,0.1228,0.00005,0.001,0.0,0.0,0.00009,0.00001,0.0,0.00013,0.0146,0.0,0.00023,0.0007,0.00001,0.0,0.00004,0.0,0.0019,0.0026,0.00032,0.00033,0.0,0.0,0.124,0.0,0.0,0.00001,0.00006
33190975,0.00003,0.0,0.00006,0.0357,0.8583,0.00052,0.0175,0.0062,0.00015,0.00005,0.00002,0.00008,0.00006,0.0072,0.0,0.00079,0.0022,0.00017,0.00065,0.0015,0.00005,0.0101,0.0189,0.00073,0.0,0.0,0.00091,0.00016,0.0,0.0013,0.0013,0.00002,0.00029,0.0078,0.00015,0.00003,0.00013,0.0,0.0194,0.009,0.0012,0.002,0.0074,0.0052,0.0077,0.00003,0.0,0.0002,0.00041
33221715,0.00003,0.0,0.00006,0.0088,0.001,0.2886,0.2712,0.00069,0.00037,0.00019,0.00007,0.00004,0.0018,0.00049,0.0,0.2016,0.00068,0.00038,0.0018,0.00057,0.00002,0.0402,0.00005,0.0101,0.0,0.0,0.00009,0.00002,0.0,0.0002,0.00057,0.00006,0.00071,0.0047,0.00001,0.00003,0.0,0.00003,0.0314,0.0647,0.00099,0.0323,0.0131,0.0442,0.0021,0.0,0.0,0.00004,0.00051
33559755,0.00003,0.0,0.0,0.002,0.9833,0.0011,0.0056,0.0049,0.00015,0.00005,0.00002,0.00004,0.00006,0.00091,0.0,0.00024,0.00068,0.00038,0.00095,0.00006,0.00003,0.0279,0.00005,0.00045,0.0,0.0,0.00009,0.00001,0.0,0.0002,0.00057,0.00003,0.00034,0.0018,0.00001,0.00003,0.00003,0.00004,0.0074,0.0013,0.00099,0.00027,0.0027,0.0014,0.0942,0.0,0.00002,0.0,0.00013
33243690,0.0,0.0,0.0,0.00072,0.00033,0.00052,0.0039,0.00069,0.00015,0.00005,0.00001,0.00002,0.00007,0.00063,0.0,0.0989,0.00026,0.00004,0.0529,0.0004,0.00014,0.0119,0.00027,0.00023,0.0,0.0,0.00004,0.00003,0.0,0.00033,0.00013,0.00002,0.00014,0.0014,0.00001,0.0,0.0,0.00004,0.00068,0.0029,0.025,0.0018,0.005,0.0014,0.0021,0.0,0.0,0.00002,0.00051
33691710,0.00003,0.0,0.00049,0.1114,0.001,0.00052,0.1395,0.0185,0.1135,0.00001,0.0,0.00006,0.00006,0.00091,0.0,0.00024,0.00068,0.00019,0.0187,0.00089,0.00002,0.00089,0.00004,0.003,0.0,0.0,0.00009,0.00024,0.0,0.0081,0.0039,0.0,0.0016,0.0063,0.00001,0.00003,0.0,0.0,0.00067,0.0133,0.00015,0.001,0.0648,0.0201,0.0225,0.0,0.0,0.00004,0.0166
33895270,0.0,0.0,0.0001,0.00072,0.001,0.0119,0.0087,0.0022,0.00023,0.00011,0.00003,0.00006,0.00039,0.0014,0.0,0.0017,0.0047,0.00019,0.0018,0.00022,0.00005,0.0112,0.00004,0.00045,0.0,0.00004,0.00092,0.00004,0.0,0.001,0.0016,0.00017,0.00071,0.0028,0.00094,0.00003,0.00004,0.00003,0.00067,0.0018,0.0019,0.0016,0.0112,0.0051,0.0025,0.00004,0.00002,0.00004,0.00077
34134000,0.0,0.0,0.0,0.0058,0.00064,0.0011,0.0078,0.0016,0.00015,0.00005,0.00001,0.00008,0.00007,0.0014,0.0,0.00024,0.00021,0.00038,0.0063,0.00006,0.00005,0.0079,0.0098,0.0003,0.0,0.0,0.00039,0.0,0.0,0.00033,0.0016,0.00006,0.0042,0.0029,0.00001,0.0,0.0,0.0,0.0074,0.0053,0.0019,0.00084,0.0346,0.0033,0.0589,0.00003,0.0,0.00004,0.002
34273570,0.0,0.0,0.0,0.0143,0.00049,0.0027,0.0089,0.003,0.00023,0.00001,0.00001,0.00023,0.00007,0.0202,0.0,0.00018,0.0,0.00017,0.0107,0.00099,0.00002,0.0075,0.00004,0.00056,0.0,0.0,0.00091,0.00002,0.0,0.0004,0.0016,0.00006,0.00023,0.0029,0.00001,0.0,0.0,0.00003,0.0019,0.0026,0.00032,0.00054,0.0031,0.0041,0.0039,0.0,0.0,0.00043,0.00023
34287960,0.00003,0.0,0.00001,0.0046,0.00064,0.0325,0.0385,0.009,0.004,0.00021,0.00002,0.00065,0.00006,0.0072,0.0,0.0122,0.0014,0.00075,0.007,0.0005,0.00005,0.0329,0.00027,0.0014,0.00002,0.0,0.00092,0.00024,0.0,0.0039,0.0048,0.00003,0.00097,0.0078,0.00015,0.00005,0.00004,0.00004,0.0112,0.003,0.004,0.0029,0.0055,0.0112,0.8239,0.00004,0.0001,0.00004,0.00077
34291600,0.00003,0.00002,0.00018,0.0039,0.9741,0.0008,0.0056,0.00069,0.0027,0.00005,0.00001,0.0012,0.00006,0.0014,0.0,0.00018,0.00068,0.00012,0.0018,0.0005,0.00005,0.0415,0.0015,0.00045,0.0,0.0,0.00017,0.00002,0.00038,0.0019,0.003,0.00002,0.00023,0.0014,0.00015,0.0051,0.00002,0.0,0.0028,0.0053,0.00036,0.00084,0.0031,0.0023,0.0025,0.0,0.0,0.00016,0.00023
34824110,0.0,0.00002,0.00007,0.00045,0.0013,0.0027,0.9286,0.0022,0.0012,0.00001,0.00001,0.00006,0.00026,0.002,0.0,0.2016,0.00021,0.00071,0.0018,0.00025,0.00006,0.0048,0.00005,0.00061,0.00014,0.0,0.00009,0.00003,0.0,0.0134,0.0024,0.00006,0.00029,0.0428,0.00001,0.0,0.0,0.00018,0.0152,0.0053,0.00015,0.5169,0.0098,0.0099,0.0077,0.00044,0.0,0.00002,0.00054
35149900,0.0,0.0,0.00001,0.002,0.0052,0.0089,0.0,0.0,0.00015,0.0,0.0,0.00006,0.0,0.0,0.0,0.00008,0.0001,0.00038,0.0,0.00057,0.00002,0.0018,0.00034,0.00045,0.0,0.0,0.00004,0.00002,0.0,0.00013,0.00013,0.0,0.1177,0.0,0.00001,0.0,0.00013,0.0,0.0105,0.00027,0.00037,0.0,0.0027,0.0099,0.9806,0.0035,0.998,0.0,0.00006
35460870,0.00003,0.00002,0.00018,0.006,0.0033,0.0027,0.0175,0.003,0.00015,0.00005,0.00001,0.00078,0.00039,0.003,0.0,0.00022,0.0017,0.00075,0.0323,0.0025,0.00014,0.0123,0.00017,0.0021,0.0,0.00004,0.00055,0.00024,0.00006,0.0074,0.0013,0.00006,0.0014,0.013,0.00015,0.00005,0.00013,0.00018,0.0056,0.0026,0.0129,0.0016,0.0131,0.0041,0.0795,0.00004,0.0,0.00008,0.00051
35714700,0.0,0.0,0.0,0.0203,0.00064,0.0008,0.2162,0.0088,0.00015,0.0,0.0,0.00004,0.00039,0.003,0.0,0.00022,0.00021,0.00017,0.0323,0.0052,0.00061,0.0079,0.0,0.00026,0.0,0.0,0.00009,0.00001,0.0,0.00013,0.01,0.00017,0.00014,0.0645,0.00001,0.0,0.0,0.0,0.0182,0.0309,0.00099,0.0906,0.00099,0.4126,0.00096,0.0,0.0,0.00001,0.00061
35839930,0.0,0.0,0.0001,0.0015,0.0014,0.0061,0.0089,0.0045,0.00015,0.00005,0.00002,0.0012,0.00007,0.0072,0.0,0.0017,0.0013,0.00017,0.0187,0.00024,0.00006,0.0159,0.00034,0.00045,0.0,0.0,0.00039,0.00004,0.0,0.00079,0.0024,0.00003,0.00071,0.0047,0.00015,0.0,0.00013,0.0,0.0044,0.009,0.0065,0.0077,0.0286,0.0041,0.0265,0.0,0.0,0.00002,0.00077
36085340,0.0,0.0,0.0,0.0268,0.00033,0.00052,0.0686,0.0247,0.00023,0.00001,0.00007,0.00006,0.00039,0.0281,0.00026,0.00024,0.00021,0.00019,0.0151,0.0031,0.00002,0.0079,0.00027,0.00067,0.0,0.0,0.00009,0.0,0.0,0.0023,0.01,0.00006,0.00034,0.0889,0.00001,0.0,0.0,0.0,0.0182,0.1869,0.00032,0.00027,0.0167,0.0506,0.0048,0.0,0.0,0.00002,0.0099
36598770,0.0,0.0,0.0,0.00072,0.0,0.0012,0.9814,0.0016,0.0,0.0,0.00001,0.00002,0.0011,0.014,0.0613,0.0357,0.0,0.00017,0.00065,0.00008,0.00006,0.0101,0.00017,0.00045,0.0,0.0,0.0981,0.00001,0.0,0.0001,0.00057,0.00003,0.00014,0.9312,0.0,0.0,0.0,0.0,0.0509,0.0012,0.00012,0.7939,0.0062,0.0393,0.00096,0.0,0.0,0.00016,0.00051
37716320,0.0,0.0,0.0,0.00072,0.00049,0.0147,0.7908,0.00013,0.00023,0.00005,0.00002,0.00008,0.00007,0.0018,0.0,0.0185,0.0013,0.00004,0.00056,0.0018,0.00006,0.1649,0.0005,0.00045,0.00002,0.0,0.0024,0.00002,0.0,0.00033,0.0039,0.00002,0.00029,0.8263,0.00001,0.0,0.0,0.00004,0.0014,0.009,0.00015,0.7832,0.00099,0.0316,0.0039,0.0,0.0001,0.00003,0.00013
37749080,0.00003,0.00002,0.00001,0.0023,0.0023,0.0011,0.006,0.0041,0.00073,0.0,0.00001,0.00023,0.00006,0.0017,0.0,0.0017,0.00021,0.00017,0.00065,0.00089,0.00006,0.0119,0.0015,0.0003,0.00014,0.00004,0.00034,0.00024,0.00006,0.00039,0.0024,0.00006,0.00023,0.0047,0.00024,0.00003,0.00004,0.00004,0.004,0.003,0.00099,0.002,0.0071,0.0052,0.0162,0.00004,0.00002,0.00004,0.0011
32668441,0.00005,0.0,0.00018,0.0061,0.001,0.0017,0.0097,0.0225,0.0027,0.0,0.00001,0.00002,0.00006,0.003,0.0,0.00024,0.0278,0.00017,0.0016,0.0005,0.00005,0.0123,0.311,0.0019,0.0,0.0,0.00009,0.0006,0.0,0.0032,0.0048,0.00006,0.0016,0.0029,0.00015,0.00006,0.00004,0.0,0.0079,0.009,0.0012,0.0015,0.0168,0.0144,0.6716,0.0,0.00002,0.00004,0.00023
33251771,0.0,0.00002,0.0,0.00015,0.001,0.00052,0.0031,0.0016,0.00015,0.0,0.00002,0.00002,0.00006,0.00063,0.0,0.00024,0.00021,0.0013,0.013,0.00024,0.00051,0.0029,0.0,0.00045,0.0,0.0,0.00091,0.00002,0.0,0.00039,0.0089,0.00002,0.00023,0.0014,0.00001,0.0,0.0,0.00004,0.0194,0.0309,0.00047,0.00084,0.1924,0.0054,0.0013,0.00003,0.0,0.00004,0.0536
33289311,0.0,0.0,0.0,0.00015,0.00033,0.0035,0.00076,0.00069,0.00015,0.0,0.00001,0.00002,0.00006,0.00075,0.0,0.00016,0.00068,0.00019,0.0,0.00099,0.00002,0.00081,0.0,0.00026,0.0,0.0,0.00017,0.0,0.0,0.0001,0.00057,0.0,0.0345,0.0014,0.00001,0.0,0.0,0.0,0.0019,0.0212,0.00026,0.00006,0.00099,0.0109,0.5014,0.0,0.9956,0.00002,0.00022
35922871,0.0,0.0,0.0,0.0111,0.00016,0.0518,0.0823,0.0185,0.00059,0.00005,0.00001,0.00008,0.00006,0.0072,0.0,0.00018,0.00034,0.00034,0.00095,0.00024,0.00005,0.0055,0.0,0.00045,0.00002,0.0,0.00039,0.00002,0.0,0.00079,0.0024,0.00003,0.00029,0.0233,0.00001,0.0,0.0,0.0,0.077,0.0018,0.00026,0.0077,0.0062,0.2234,0.0021,0.0,0.0,0.00073,0.002
33959771,0.0,0.0,0.0,0.002,0.0069,0.0518,0.0598,0.0239,0.00023,0.00001,0.00001,0.00006,0.00006,0.0017,0.0,0.00008,0.0001,0.00019,0.0148,0.0132,0.00002,0.0525,0.00005,0.00045,0.0,0.0,0.00091,0.00002,0.00006,0.00039,0.003,0.00006,0.00029,0.008,0.00015,0.0,0.0,0.0,0.0105,0.0413,0.00032,0.0016,0.00099,0.3575,0.0121,0.0,0.0,0.00004,0.00013
34180761,0.0,0.0,0.00001,0.0039,0.0021,0.0035,0.0175,0.0049,0.0012,0.00021,0.00001,0.00023,0.00006,0.0023,0.0,0.0011,0.0047,0.00075,0.0025,0.00099,0.00006,0.004,0.00008,0.00045,0.0,0.00004,0.00004,0.00001,0.0,0.001,0.0017,0.00017,0.00029,0.008,0.00094,0.00003,0.00003,0.00003,0.0014,0.0058,0.0096,0.0016,0.0055,0.0041,0.0385,0.0,0.00002,0.00002,0.0013
35002831,0.00003,0.00002,0.00006,0.006,0.0052,0.0048,0.0449,0.0056,0.0011,0.00021,0.00002,0.00078,0.00007,0.097,0.0,0.00024,0.0019,0.00071,0.0035,0.00099,0.00014,0.0314,0.00034,0.001,0.00014,0.0,0.0021,0.00024,0.00038,0.0053,0.4094,0.00006,0.00056,0.0197,0.00072,0.00006,0.00004,0.00004,0.0152,0.0201,0.0021,0.00054,0.0074,0.0054,0.0121,0.00003,0.0,0.00016,0.0017
35085001,0.00027,0.00002,0.0037,0.0095,0.163,0.0147,0.0686,0.0088,0.0274,0.00082,0.00007,0.0012,0.00064,0.0271,0.0,0.0058,0.0343,0.0013,0.0025,0.00089,0.00006,0.0329,0.0037,0.003,0.00002,0.00004,0.00091,0.00025,0.00038,0.0053,0.0263,0.00023,0.0075,0.0143,0.00015,0.00088,0.00004,0.00004,0.0074,0.009,0.004,0.0247,0.0112,0.0316,0.0385,0.0,0.0,0.00043,0.0011
35114781,0.0,0.0,0.0,0.0003,0.9808,0.0011,0.00081,0.00069,0.00015,0.00001,0.00001,0.00002,0.00006,0.00011,0.0,0.00024,0.00026,0.0,0.0,0.00006,0.00002,0.0119,0.00017,0.00027,0.0,0.0,0.0003,0.0,0.0,0.0081,0.0016,0.0,0.00071,0.0012,0.00001,0.0,0.00002,0.0,0.00089,0.00037,0.00032,0.00033,0.00099,0.0023,0.8385,0.0,0.0069,0.00001,0.00006
35446941,0.00003,0.0,0.0001,0.0061,0.035,0.0008,0.0449,0.0133,0.00023,0.00019,0.00002,0.00008,0.00039,0.015,0.0,0.0185,0.00068,0.00038,0.00056,0.0007,0.00006,0.0123,0.00027,0.0019,0.0,0.00004,0.00017,0.00025,0.0,0.0053,0.0024,0.00003,0.00071,0.008,0.00015,0.00006,0.00004,0.00003,0.0043,0.0026,0.0019,0.0032,0.0043,0.0112,0.0385,0.0,0.0,0.00003,0.00023
36078361,0.0,0.0,0.0,0.0061,0.00033,0.0008,0.0056,0.0642,0.00023,0.0,0.0,0.00023,0.00006,0.3185,0.0,0.00024,0.0017,0.00019,0.0018,0.0005,0.00005,0.004,0.00004,0.00026,0.0,0.0,0.00091,0.0,0.0,0.0004,0.0059,0.00003,0.00086,0.023,0.00001,0.00003,0.0,0.0,0.0152,0.0026,0.00037,0.00084,0.0467,0.0112,0.0021,0.0,0.00005,0.00004,0.002
36669291,0.0,0.0,0.00006,0.0029,0.0038,0.0022,0.7908,0.0015,0.00059,0.00005,0.00002,0.0001,0.0025,0.0039,0.0,0.0265,0.00021,0.00019,0.007,0.0025,0.00005,0.0949,0.00034,0.0003,0.00014,0.0,0.00091,0.0,0.0,0.0026,0.0072,0.00017,0.00029,0.0047,0.00015,0.00003,0.00002,0.00003,0.004,0.0179,0.0162,0.3596,0.0108,0.0054,0.0021,0.00003,0.0,0.00016,0.00013
37199161,0.0,0.0,0.00007,0.0117,0.0014,0.0061,0.0326,0.2351,0.0027,0.00001,0.00001,0.00008,0.00006,0.0162,0.0,0.00024,0.00047,0.00038,0.0031,0.00089,0.00063,0.1115,0.00049,0.0019,0.00002,0.0,0.0015,0.00001,0.00006,0.00079,0.021,0.00017,0.006,0.0479,0.00015,0.0,0.00004,0.00003,0.077,0.8364,0.001,0.00084,0.0204,0.0059,0.0048,0.0,0.0,0.00043,0.0166
33468172,0.0,0.0,0.0,0.0023,0.00016,0.00087,0.0089,0.0088,0.00023,0.0,0.00001,0.00002,0.00006,0.011,0.0,0.00079,0.00068,0.00017,0.0031,0.00013,0.00005,0.0949,0.0,0.0003,0.00002,0.0,0.00009,0.00002,0.0,0.0013,0.0016,0.00006,0.00023,0.0393,0.00015,0.0,0.00002,0.0,0.0015,0.0013,0.0524,0.0077,0.0074,0.0099,0.0062,0.0,0.0,0.00004,0.00013
33685522,0.0,0.0,0.00001,0.00015,0.0014,0.0225,0.3813,0.1132,0.00059,0.0,0.0,0.00023,0.00006,0.00049,0.0,0.0013,0.0012,0.00017,0.0016,0.0191,0.00002,0.1166,0.00011,0.00045,0.0,0.0,0.00034,0.0,0.0,0.00033,0.0017,0.00006,0.0,0.8263,0.00001,0.00003,0.0,0.00004,0.0182,0.0249,0.00026,0.0064,0.00099,0.0099,0.0048,0.0,0.0,0.00002,0.00013
34048402,0.0,0.0,0.00006,0.00045,0.0246,0.0008,0.0087,0.00069,0.00023,0.0,0.00002,0.00002,0.00002,0.00041,0.0,0.00008,0.00021,0.00034,0.00056,0.00006,0.00002,0.0035,0.00005,0.0014,0.0,0.0,0.00009,0.00002,0.0,0.0002,0.00013,0.00002,0.00029,0.00061,0.00015,0.0,0.00004,0.00003,0.0079,0.0013,0.00032,0.00009,0.0071,0.0201,0.9179,0.00003,0.0012,0.00002,0.00013
34127752,0.00005,0.00002,0.00049,0.0023,0.0121,0.023,0.0468,0.003,0.004,0.00036,0.00003,0.00078,0.0007,0.003,0.00002,0.0023,0.0075,0.0011,0.007,0.00057,0.00014,0.0112,0.0037,0.0043,0.00014,0.00015,0.00034,0.00024,0.0024,0.0053,0.0017,0.00006,0.00071,0.0017,0.00094,0.00065,0.00013,0.00066,0.0056,0.0018,0.004,0.0077,0.0286,0.0041,0.0942,0.00004,0.0,0.00004,0.0018
34362322,0.0,0.0,0.00006,0.00072,0.9865,0.00052,0.0133,0.0054,0.00023,0.00001,0.00003,0.00002,0.00002,0.00091,0.0,0.00016,0.00021,0.00019,0.0025,0.00024,0.00002,0.0156,0.00005,0.0003,0.0,0.0,0.00009,0.00002,0.0,0.0177,0.00095,0.0,0.00014,0.0029,0.00015,0.0,0.0,0.00003,0.0056,0.0,0.00026,0.00009,0.00072,0.0052,0.0039,0.0,0.0,0.00002,0.00041
35295452,0.00003,0.0,0.0001,0.0058,0.0052,0.0089,0.0598,0.009,0.0027,0.00021,0.00003,0.00078,0.00039,0.014,0.0,0.002,0.0013,0.00071,0.0035,0.00099,0.0032,0.0329,0.00049,0.0019,0.00002,0.0,0.00092,0.00024,0.00038,0.0032,0.0024,0.00003,0.00071,0.0163,0.00024,0.00003,0.00003,0.00018,0.1461,0.0249,0.0045,0.0077,0.0648,0.0099,0.0162,0.00004,0.0,0.00008,0.2227
35674982,0.00005,0.0,0.0037,0.002,0.0246,0.0027,0.0147,0.0056,0.0144,0.0,0.00001,0.0012,0.00039,0.0177,0.0,0.0013,0.0407,0.00075,0.002,0.00099,0.00016,0.0119,0.00095,0.0101,0.0,0.00004,0.0251,0.00002,0.0,0.0119,0.0146,0.00017,0.0029,0.0029,0.00015,0.0122,0.00022,0.00003,0.004,0.0088,0.00047,0.0179,0.0227,0.0099,0.1107,0.00003,0.00002,0.00003,0.00013
35322402,0.0,0.0,0.0,0.0135,0.0052,0.00052,0.0039,0.003,0.004,0.00001,0.00007,0.0034,0.00007,0.0281,0.0,0.00024,0.0114,0.00038,0.0035,0.00024,0.0032,0.0075,0.00005,0.00026,0.0,0.0,0.00091,0.0,0.0,0.00079,0.0012,0.00003,0.00023,0.0479,0.00001,0.0,0.0,0.0,0.0019,0.0026,0.0065,0.0012,0.0027,0.0204,0.0076,0.0,0.0,0.00008,0.00023
36443882,0.0,0.0,0.0,0.00072,0.001,0.0119,0.8393,0.0012,0.0067,0.00005,0.00002,0.00002,0.0053,0.0072,0.0,0.0265,0.006,0.00038,0.0036,0.0031,0.00057,0.0055,0.00036,0.00056,0.0,0.0,0.0079,0.00004,0.0,0.00079,0.0016,0.00006,0.00029,0.0364,0.00024,0.0,0.0,0.00004,0.1045,0.003,0.0012,0.7832,0.005,0.0013,0.0039,0.0,0.0,0.00002,0.00044
37428312,0.0,0.00002,0.0,0.0013,0.001,0.0011,0.0056,0.0016,0.00023,0.00011,0.00002,0.00006,0.00006,0.005,0.0,0.00018,0.00026,0.00017,0.0264,0.00022,0.00014,0.0101,0.00005,0.00045,0.00002,0.0,0.00021,0.00004,0.0,0.0018,0.0024,0.00003,0.00029,0.0014,0.00001,0.0,0.0,0.0,0.0019,0.009,0.0171,0.00009,0.0112,0.0014,0.0062,0.0,0.0,0.00004,0.00061
37860852,0.0,0.0,0.0,0.00015,0.00049,0.2067,0.0,0.00042,0.00023,0.00005,0.00002,0.00002,0.00002,0.00049,0.0,0.00016,0.0047,0.00038,0.0164,0.00008,0.00003,0.00031,0.00036,0.0019,0.0,0.0,0.00009,0.00001,0.0,0.00033,0.0024,0.0,0.9199,0.00061,0.00001,0.0,0.00004,0.00018,0.0015,0.00051,0.00012,0.0,0.00099,0.00083,0.9741,0.0126,0.9956,0.00001,0.00006
32598273,0.0,0.0,0.0,0.0061,0.00049,0.1715,0.0154,0.0015,0.0083,0.00005,0.00001,0.00002,0.00006,0.0014,0.0,0.00024,0.0123,0.00015,0.0031,0.0005,0.00006,0.0017,0.00036,0.0003,0.0,0.00004,0.00004,0.00002,0.0,0.0018,0.00057,0.00006,0.0016,0.00061,0.00032,0.0,0.0,0.0,0.0019,0.00037,0.00026,0.00054,0.002,0.0025,0.9094,0.00003,0.0,0.00001,0.00022
