text,NUM_LABEL_BINARY,NUM_LABEL_MULTI
the international journal of social psychiatry the profile of parasucide repeaters in kuwait a oneyear cohort of 92 parasuicides was followed up at 6 monthly intervals for a period of 2 years since their index parasuicide to study the outcome and evaluate the level of social readjustment one male patient died of suicide 11 and 18 196 individuals repeated parasuicide using selfpoisoning the rate of repeated parasuicidal behaviour in this investigation was considerably higher than that reported in comparable studies from developing countries but similar to that from a number of western european cities the data indicated that the probability of further episodes of parasuicidal behaviour increased in the few months after the index episode although the repeaters and nonrepeaters were essentially similar in most of their sociodemographic characteristics the former were a distinctive group in many respects the factors found to be significantly associated with subsequent parasuicide included selfpoisoning by prescribed drugs at the index parasuicide previous parasuicidal behaviour prior to the index occupational status of a housewife past history of depression andor dependence and precipitating life events in the family environment contrary to our hypothesized theory none of the types of attitudes received by the patients from their family members at the index parasuicide related to outcome the global level of social readjustment of nonrepeaters was about three times higher than that of repeaters of parasuicide the implications of these findings for future policy making were discussed with respect to prevention of parasuicide,0,0
oncogene coamplification of phosphoinositide 3kinase enhancer a and cyclindependent kinase 4 triggers glioblastoma progression glioblastoma gbm is the most common primary brain tumor and has a dismal prognosis amplification of chromosome 12q13q15 cyclindependent kinase 4 cdk4 amplicon is frequently observed in numerous human cancers including gbm phosphoinositide 3kinase enhancer pike is a group of gtpbinding proteins that belong to the subgroup of centaurin gtpase family encoded by centg1 located in cdk4 amplicon however the pathological significance of cdk4 amplicon in gbm formation remains incompletely understood in the current study we show that coexpression of pikea and cdk4 in tp53pten double knockout gbm mouse model additively shortens the latency of glioma onset and survival compared to overexpression of these genes alone consequently pmtor pakt and perk pathways are highly upregulated in the brain tumors in alignment with their oncogenic activities by cdk4 and pikea stably transfected in gbm cell lines hence our findings support that pike amplification or overexpression coordinately acts with cdk4 to drive gbm tumorigenesis,1,5
life sciences differential effect of environmental temperature on morphine physical dependence and abstinence 1 ambient temperature ta significantly influenced the display of 4 of the 14 naloxoneprecipitated withdrawal signs nesting flat posture vocalization dyspnea in morphinedependent nonhibernating ground squirrels citellus lateralis 2 analysis of variance performed on the six quantified signs revealed that ta during withdrawal but not during the development of physical dependence was a significant factor in determining the expression of two signs nesting and vocalization 3 the interaction between the influence of ta during the periods of morphine administration and abstinence was a significant factor in determining the expression of nesting behavior a finding that is consistent with the natural role of nesting as a behavioral thermoregulatory response 4 we conclude that environmental temperature modulates the expression of selected components of the naloxoneprecipitated abstinence syndrome in c lateralis without exerting a measurable influence on the development of morphine physical dependence itself,1,10
intellectual and developmental disabilities using video modeling plus a system of least prompts to teach people with intellectual disability to participate in faith communities there is a need for meaningful inclusion of people with disabilities in faith communities beyond physical presence although it has been recommended that evidencebased practices be used to increase the meaningful participation of people with intellectual disability in faith communities there is a lack of empirical studies the purpose of this study was to examine the use of video modeling and the system of least prompts in teaching individuals with intellectual disability to participate in a community activity the results indicated the intervention was effective in teaching the tasks in simulated situations and following acquisition the behaviors generalized to the actual worship service or faith community setting,0,2
fa yi xue za zhi the research of the heroin and its metabolites analysis in clinical samples heroin can be metabolized easily in body and the mail metabolites are 6mam morphine and so on at present there are urine blood hair and so on as specimens for detection while the analytical technology conclude tlc gc hplc gcms lcms ia ce etc in this paper these technologies used for heroins metabolites were viewed in order to provide some reference to the study in relative field,0,1
the journal of gene medicine evaluation of the relationship between vrk2 rs4380187 polymorphisms and genetic susceptibility to schizophrenia in the chinese han population schizophrenia sz is a serious hereditary mental disease with a low recovery rate especially due to the lack of understanding about the cause of the disease vrk2 is considered to be related to the pathogenesis of schizophrenia in this study we analyzed the correlation between vrk2 rs4380187 singlenucleotide polymorphism snp and schizophrenia	peripheral blood dna was extracted using a genomic dna extraction kit the dna samples were genotyped using the agena massarray platform and four genetic models were applied to compute the odds ratios ors and 95 confidence intervals cis using unconditional logistic regression the p value was obtained by the chisquare and t test for independent samples	the c allele of rs4380187 snp was significantly p  0008 associated with decreased risk of sz the aa genotype of rs4380187 showed significantly p  0009 lower frequency in cases with sz than in controls and was associated with decreased risk of the disease the frequency of the ca genotype of rs4380187 correlated with a 073fold decreased risk of sz p  0033 in the codominant genetic model the genotype of rs4380187 was associated with a decreased risk of sz p  0010 we also found that the logadditive model of rs4380187 significantly reduced the risk of sz disease p  0007	this study provides further evidence that rs4380187 snp is associated with sz this genotype variation could be associated with the psychopathology and cognitive function in sz,0,0
archives of general psychiatry increased neocortical neurofibrillary tangle density in subjects with alzheimer disease and psychosis psychosis is common in patients with alzheimer disease while the relationship between psychosis and clinical variables has been examined frequently few studies have examined the relationship between psychosis and the 2 major neuropathological hallmarks of alzheimer disease neurofibrillary tangles and senile plaques we characterized the occurrence of psychosis in relation to dementia severity and determined if subjects with alzheimer disease and psychosis had a greater neurofibrillary tangle or senile plaque burden than subjects with alzheimer disease and no psychosis	one hundred nine subjects with alzheimer disease were followed longitudinally with semistructured assessments in order to assign a clinical dementia rating and determine whether psychosis was present after the subjects died their brains were obtained for histological examination analysis of variance was used to compare the densities of neurofibrillary tangles total senile plaques and cored senile plaques in subjects with psychosis vs subjects without psychosis in several neocortical regions the hippocampus and the entorhinal cortex	psychosis occurred commonly in alzheimer disease affecting 63 of subjects the frequency of psychosis increased with increasing dementia severity more importantly we found that subjects with psychosis had a 23fold 95 confidence interval 1239 greater density of neocortical neurofibrillary tangles than did subjects without psychosis the increase was independent of dementia severity no similar relationship with psychosis was seen for total senile plaques or cored senile plaques	the increase in psychosis frequency that occurs with the progression of dementia severity and the independent association between psychosis and neurofibrillary tangle density suggest the possibility that some common underlying process or processes specific to alzheimer disease may regulate both phenomena arch gen psychiatry 20005711651173,0,0
human brain mapping invivo measurements of human brain tissue conductivity using focal electrical current injection through intracerebral multicontact electrodes invivo measurements of human brain tissue conductivity at body temperature were conducted using focal electrical currents injected through intracerebral multicontact electrodes a total of 1421 measurements in 15 epileptic patients age 28  10 using a radiofrequency generator 50 khz current injection were analyzed each contact pair was classified as being from healthy gray matter n  696 white matter n  530 or pathological epileptogenic zone n  195 tissue using neuroimaging analysis of the local tissue environment and intracerebral eeg recordings brain tissue conductivities were obtained using numerical simulations based on conductivity estimates that accounted for the current flow in the local brain volume around the contact pairs a cube with a side length of 13 mm conductivity values were 026 sm for gray matter and 017 sm for white matter healthy gray and white matter had statistically different median impedances p  00001 white matter conductivity was found to be homogeneous as normality tests did not find evidence of multiple subgroups gray matter had lower conductivity in healthy tissue than in the epileptogenic zone 026 vs 029 sm p  0012 even when the epileptogenic zone was not visible in the magnetic resonance image mri p  0005 the present invivo conductivity values could serve to create more accurate volume conduction models and could help to refine the identification of relevant intracerebral contacts especially when located within the epileptogenic zone of an mriinvisible lesion hum brain mapp 38974986 2017  2016 wiley periodicals inc,0,0
plos one openvigil fda  inspection of us american adverse drug events pharmacovigilance data and novel clinical applications pharmacovigilance contributes to health care however direct access to the underlying data for academic institutions and individual physicians or pharmacists is intricate and easily employable analysis modes for everyday clinical situations are missing this underlines the need for a tool to bring pharmacovigilance to the clinics to address these issues we have developed openvigil fda a novel webbased pharmacovigilance analysis tool which uses the openfda online interface of the food and drug administration fda to access us american and international pharmacovigilance data from the adverse event reporting system aers openvigil fda provides disproportionality analyses to i identify the drug most likely evoking a new adverse event ii compare two drugs concerning their safety profile iii check arbitrary combinations of two drugs for unknown drugdrug interactions and iv enhance the relevance of results by identifying confounding factors and eliminating them using background correction we present examples for these applications and discuss the promises and limits of pharmacovigilance openfda and openvigil fda openvigil fda is the first public available tool to apply pharmacovigilance findings directly to reallife clinical problems openvigil fda does not require special licenses or statistical programs,0,0
the annals of pharmacotherapy novel antipsychotics and patient care in state hospitals to review and highlight the opportunities and challenges of pharmacologic advances in the use of antipsychotics for the state hospital system	a critical review was performed of studies published either as articles or abstracts on the use of novel antipsychotics particularly as they relate to the patient population within the state mental hospital system	the recent availability of new antipsychotic medications within state facilities has resulted in more progressive treatment reduced recidivism and consequently cost savings and preliminary evidence of preferential and superior treatment response in specific patient subgroups eg those with aggression at the same time inpatient pharmacy budget increases and uncertainty in guiding the use of novel antipsychotics have influenced the availability of these agents in state hospitals	state hospital services have by and large embraced the developments in pharmacotherapy of schizophrenia optimal use of these new agents in this population requires additional information on their relative efficacy in specific patient subgroups,0,1
journal of clinical psychopharmacology buprenorphine effects on morphine and cocaineinduced subjective responses by drugdependent men the effects of daily buprenorphine treatment 4 or 8 mgday sublingual on reports of subjective effects after single intravenous doses of morphine 10 mg cocaine 30 mg and saline placebo were studied on an inpatient clinical research ward in 26 men concurrently dependent on opioids and cocaine dsmiiir latency to detection and certainty of a drug effect as well as drug quality intensity euphoria and dysphoria were studied before and after 10 to 12 days of buprenorphine maintenance saline was accurately identified by all 26 patients during the drugfree baseline and by 25 patients during buprenorphine maintenance conditions all patients accurately identified morphine during the drugfree period before treatment with buprenorphine but 18 69 of 26 patients were unable to detect morphine during buprenorphine maintenance and 2 misidentified morphine as cocaine six men 23 accurately identified morphine and reported that the intensity and quality of morphines effects were equivalent to drugfree conditions cocaine levels in plasma 5 minutes after intravenous cocaine injection were equivalent before and during buprenorphine treatment and averaged 2828  436 and 2952  288 ngml during 4 and 8 mgday of buprenorphine maintenance respectively all patients accurately identified cocaine before and during buprenorphine maintenance and there were no significant changes in latency to detection and certainty of a drug effect or reports of cocaineinduced intensity or euphoria during buprenorphine treatment the concordance between responses to morphine and cocaine during inpatient buprenorphine maintenance and drug use during the first 4 weeks of outpatient buprenorphine treatment was also examined in 16 men the effects of buprenorphine on individual responses to an acute intravenous dose of morphine or cocaine during the inpatient study did not reliably predict the frequency of heroin or cocaine selfadministration during the first 4 weeks of daily outpatient buprenorphine maintenance,0,3
neuroepidemiology a multicentre study comparing cerebrovascular disease profiles in pacific islander and caucasian populations presenting with stroke and transient ischaemic attack in a multicentre study we contrasted cerebrovascular disease profiles in pacific island piborn patients indigenous polynesian ip or indofijian if presenting with transient ischaemic attack tia ischaemic stroke is or intracerebral haemorrhage ich with those of caucasians css	using a retrospective casecontrol design we compared piborn patients with age and gendermatched cs controls consecutive patients were admitted to 3 centres in south western sydney july 2013june 2020 demographic and clinical data studied included vascular risk factors stroke subtypes and imaging characteristics	there were 340 cs 183 27 ip and 157 23 if patients mean age 65 years and 302 444 female of these 587 and patients presented with tiais and 93 136 had ich both ip and if patients were significantly more likely to present 24 h from symptom onset odds ratios ors vs cs 187 and 223 ip patients more commonly had body mass indexes 30 or 194 current smoking and excess alcohol intake were higher in cs hypertension diabetes and chronic kidney disease were significantly higher in both ip and if groups in comparison to cs ip patients had higher rates of af and those with known af were more commonly undertreated than both if and cs patients or 224 p  0007 ich was more common in ip patients or 232 p  0005 while more if patients had intracranial arterial disease or 510 p  0001	distinct cerebrovascular disease profiles are identifiable in piborn patients who present with tia or stroke symptoms in australia these may be used in the future to direct targeted approaches to stroke prevention and care in culturally and linguistically diverse populations,0,0
stroke influence of recanalization on outcome in dural sinus thrombosis a prospective study recanalization in dural sinus thrombosis dst has been observed previously however systematic prospective data are lacking the influence of recanalization on dst outcome has not yet been thoroughly evaluated	thirtyseven consecutive patients with dst were prospectively examined neurological deficits were graded with the national institutes of health stroke scale nihss on hospital admission and discharge functional outcome was assessed with the modified rankin scale mrs on hospital discharge and after 12 months all patients were treated with intravenous heparin in the acute stage of illness followed by oral anticoagulation for 12 months imaging followup with mr angiography and in a few cases with ct or conventional angiography was performed on hospital discharge and after 6 and 12 months	twelvemonth functional outcome was excellent in 89 of patients with an mrs of 0 or 1 a recanalization rate of 60 was already observed on hospital discharge 226 days thereafter recanalization rates increased insignificantly early recanalization was not related to nihss score on hospital discharge or an mrs of 0 on discharge or after 12 months	we found a high frequency of early recanalization but without influence on clinical outcome parameters frequent imaging followups in dst are not useful because they provide no information on patient outcome,0,2
schizophrenia research hippocampal volume and vasculature before and after exercise in treatmentresistant schizophrenia schizophrenia is associated with poor cognitive function and elevated cardiometabolic disease risk these health concerns may exacerbate neurocognitive dysfunction associated with hippocampal abnormalities particularly hippocampal volume reductions regular exercise is thought to improve symptom severity reduce depression and improve cognition in schizophrenia and may trigger exercisemediated hippocampal growth the potential for the benefits of exercise for treatmentresistant schizophrenia patients has not been clearly assessed this study aims to assess the effect of exercise on hippocampal plasticity and clinical outcomes in chronic schizophrenia	seventeen dsmiv criteria schizophrenia or schizoaffective disorder patients completed a customized moderate intensity 12week aerobic or weightbearing exercise program adherence rates were 83  94 with 70 of participants completing the entire exercise program concomitant neuroimaging clinical and cognitive assessments were obtained at baseline and 12weeks	at followup symptom severity scores t16  168 p  00001 and social functioning t16  44 p  00004 improved a trend for improved depression scores t16  20 p  006 with no change in anxiety or extrapyramidal symptoms were seen hippocampal volume increased t16  254 p  002 specifically in the left ca1 field f16  233 p  003 hippocampal vascular volume was unchanged change in hippocampal volume and vascular volume was not significantly correlated with change in symptom severity or affect scores	adjunct exercise may accelerate symptom improvement in treatmentresistant psychosis patients while the underlying mechanism remains unclear these results indicate that chronic schizophrenia patients experience hippocampal plasticity in response to exercise	clinical trialsgovnct01392885,0,2
canadian journal of psychiatry revue canadienne de psychiatrie reducing the burden of depression to consider why the burden of depression persists	the epidemiology and disability associated with depression were reviewed to consider whether depression persists because the causes are overwhelming prevention is ineffective the disease is difficult to detect or diagnose the condition remits and recurs treatments do not work individuals do not seek treatment or effective care is not provided when they do seek it	the first 5 possibilities were not considered significant reasons for the persistence of the burden	the burden persists because individuals do not seek treatment for their depression when they relapse and effective proactive treatment is not always provided when they do seek it,0,1
neuropediatrics subclinical hypothyroidism during valproic acid therapy in children and adolescents with epilepsy the aim of this study was to evaluate the incidence of thyroid dysfunction during valproic acid vpa therapy in children and adolescents with epilepsy the serum levels of thyroidstimulating hormone tsh free thyroxine and triiodothyronine were evaluated in 61 children with epilepsy who received vpa monotherapy for more than 6 months and in 144 controls we analyzed the effect of age seizure type duration of vpa treatment dose of vpa and serum level of vpa on thyroid function the incidence of subclinical hypothyroidism was significantly higher in patients with vpa therapy than in controls 524 vs 167 p  0001 in addition of the 61 patients 5 81 exhibited tsh levels that were 10 iuml however none of the patients and controls showed overt hypothyroidism serum vpa level and daily dose of vpa were correlated with tsh level subclinical hypothyroidism developed frequently in children and adolescents during vpa therapy,0,3
journal of stroke and cerebrovascular diseases  the official journal of national stroke association noncontrast computed tomography versus computed tomography angiography source images for predicting final infarct size in anterior circulation acute ischemic stroke a prospective cohort study there has been a recent debate regarding the superiority of computed tomography angiography source images ctasis over noncontrast computed tomography ncct to predict the final infarct size in acute ischemic stroke ais we hypothesized that the parenchymal abnormality on ctasi in faster scanners would overestimate ischemic core	this prospective study assessed the correlation of alberta stroke program early ct score aspects on ncct ctasi and computed tomography perfusion ctp with final infarct size in patients within 8 hours of ais followup with ncct or diffusionweighted magnetic resonance imaging mri was performed at 24 hours correlations of ncct and ctasi with final infarct size and with ctp parameters were assessed subgroup analysis was performed in patients who underwent intravenous thrombolysis or mechanical thrombectomy interrater reliability was tested using spearmans rank correlation a p value less than 05 was considered statistically significant	a total of 105 patients were included in the final analysis ncct had a stronger correlation with the final infarct size than did ctasi spearmans   85 versus 78 p  13 we found an overestimation of the final infarct size by ctasi in 476 of the cases whereas ncct underestimated infarct size in 60 of the patients ncct correlated most strongly with cbv   93 whereas ctasi correlated most strongly with cbf   87 subgroup analysis showed less correlation of ctasi with final infarct size in the group that received thrombolysis versus the group that did not   70 versus 88 p  01	in a 256slice scanner the ctasi parenchymal abnormality includes ischemic penumbra and thus overestimates final infarct sizethis could result in inappropriate exclusion of patients from thrombolysis or thrombectomy,0,0
epilepsy research epilepsy surgery in children under 3 years resective epilepsy surgery in early childhood has become an important treatment option for selected infants and children with epilepsy we describe experience and clinical outcomes of children under 3 years undergoing epilepsy surgery at great ormond street hospital gosh	all children under 36 months of age who had resective surgery for the purpose of treating epilepsy within the gosh epilepsy surgery programme were ascertained using a departmental database aetiology postoperative seizure frequency pre and postoperative cognitive function longterm complications and reoperation rates were analysed by retrospective examination of clinical records	fortytwo children were included in our cohort with a median age at surgery of 20 months range 336 months surgical procedures comprised 25 functional hemispherectomies two anatomical hemispherectomies four multilobar resections seven lobar resections and four focal resections 742 17 95 ci 831 children underwent reoperation 2042 48 95 ci 3362 children achieved seizure freedom 1842 43 95 ci 2958 demonstrated an improvement in seizure frequency and no children had an increase in seizure frequency postoperative complications included subsequent shunt procedure in 525 20 95 ci 939 children undergoing hemispherectomy there were no mortalities in 23 children pre and postoperative dq or iq was determinable allowing longitudinal comparison five children had a decrease in dqiq 15 and two children had an increase dqiq 15	epilepsy surgery in children under 3 years of age offers suitable candidates a good chance of significantly improved seizure outcome which compares with rates in older cohorts,0,2
ieee transactions on biomedical engineering timefrequency matching of warped deptheeg seizure observations a methodology of comparing deptheeg seizure recordings is presented the approach is based on an extension of wagner and fischers algorithm to n x 2dimensional sets allowing a confrontation of nonequal duration observations characterized by their timefrequency distributions it proceeds by time and frequency warping on the first observation to match the second under cost constraints preliminary results show that relevant signatures can be extracted from recordings,0,0
kidney international genetic polymorphism of the reninangiotensin system and organ damage in essential hypertension the reninangiotensinaldosterone system raas plays a significant role in the development of hypertensive cardiac and vascular remodeling recently several genetic variants of its key components which may be clinically relevant and thus prove to be useful in the evaluation of cardiovascular risk have been described we therefore investigated the association between ace id agt m235t and at1 a1266c gene polymorphisms and early signs of target organ damage in 215 untreated patients with essential hypertension eh	genotyping was based on the polymerase chain reaction technique with further restriction analysis when required albuminuria was measured as the albumintocreatinine ratio acr the left ventricular mass index lvmi was assessed by echocardiography lvh  lvmi  or  125 gm2 carotid wall thickness imt by an ultrasonographic us scan and retinal vascular changes by direct ophthalmoscopy keithwagener classification	the prevalence of microalbuminuria mi lvh and retinal vascular changes was 14 46 and 74 respectively ace agt and at1 genotype distribution was in agreement with the hardyweinberg equilibrium there was no difference in age duration of disease body mass index bmi blood pressure and lipid profile when data were analyzed on the basis of genotype serum levels of angiotensinconverting enzyme ace were related to the ace genotype 102  05 dd 82  03 id 65  04 iuml ii p  0 0001 by analysis of variance the ace genotype independently influences serum ace levels and accounts for approximately 14 of its variations f  267 r2  01393 df 1 to 214 p  00001 patients with dd and id genotypes showed higher levels of acr 159  02 dd  id 08  02 mgmmol ii p  0006 by anova and bigger lvmi 1241  23 dd  id vs 1178  36 gm2 ii p  001 by anova no differences in the prevalence and degree of target organ damage tod were found when data were analyzed on the basis of the agt and at1 genotypes respectively potentially unfavorable combinations of genotypes were also investigated by kmeans cluster analysis two subgroups of patients were identified cluster 1 n  70 cluster 2 n  57 and each differed significantly with regards to the presence and degree of tod and patterns of raas gene polymorphisms f 1597 for acr f 719 for imt f 21703 for lvmi f 391 for ace f 406 for agt and f 5 22 for at1 df 1 to 214 p  002 for each one of the variables examined	the d allele of the ace gene may be an independent risk factor for the development of target organ damage and evaluating it could be useful for assessing cardiovascular risk in eh unfavorable patterns of raas genotypes seem to predispose patients to subclinical cardiovascular disease in eh,0,0
molecular brain transplantation of human neural stemprogenitor cells overexpressing galectin1 improves functional recovery from focal brain ischemia in the mongolian gerbil transplantation of human neural stemprogenitor cells hnspcs is a promising method to regenerate tissue from damage and recover function in various neurological diseases including brain ischemia galectin1gal1 is a lectin that is expressed in damaged brain areas after ischemia here we characterized the detailed gal1 expression pattern in an animal model of brain ischemia after brain ischemia gal1 was expressed in reactive astrocytes within and around the infarcted region and its expression diminished over time previously we showed that infusion of human gal1 protein hgal1 resulted in functional recovery after brain ischemia but failed to reduce the volume of the ischemic region this prompted us to examine whether the combination of hnspcstransplantation and stable delivery of hgal1 around the ischemic region could reduce the ischemic volume and promote better functional recovery after brain ischemia in this study we transplanted hnspcs that stably overexpressed hgal1 hgal1hnspcs in a model of unilateral focal brain ischemia using mongolian gerbils indeed we found that transplantation of hgal1hnspcs both reduced the ischemic volume and improved deficits in motor function after brain ischemia to a greater extent than the transplantation of hnspcs alone this study provides evidence for a potential application of hgal1 with hnspcstransplantation in the treatment of brain ischemia,1,10
journal of attention disorders webbased intervention for teachers of elementary students with adhd randomized controlled trial to test the acceptability satisfaction and effectiveness of a webbased intervention for teachers of elementary schoolaged children with adhd	elementary classroom teachers n  58 along with their students with adhd participated in a randomized controlled trial the program consisted of six sessions that included evidencebased intervention strategies for reducing adhd symptoms and impairment in the classroom setting teachers also had access to a moderated discussion board and an online adhd coach questionnaire data were electronically collected from teachers and parents preintervention postintervention 6 weeks and after an additional 6week followup	intenttotreat analyses found significant improvements based on teacher but not parent reports of core adhd symptoms and impairment for the teacher help for adhd treatment group teachers reported a high level of acceptability and satisfaction	webbased adhd interventions have the potential to reduce the barriers to treatment utilization and implementation that are common problems for schoolbased adhd interventions,0,9
the american journal of psychiatry pattern of onset of bulimic symptoms in anorexia nervosa among patients with anorexia nervosa in a research program the proportion of those who had developed bulimia before anorexia increased between 1976 and 1987 these preliminary results may reflect a new symptom pattern with important clinical and research implications,0,0
the international journal of clinical and experimental hypnosis posthypnotic amnesia for material learned before or during hypnosis explicit and implicit memory effects this article focuses on dissociations between explicit and implicit expressions of memory during posthypnotic amnesia pha despite evidence of such dissociations experimental design in this area has not always been consistent with contemporary memory research within a paradigm that aimed for conceptual and methodological clarity we presented 40 high and 38 low hypnotizable individuals with a word list either before or during hypnosis gave them a pha suggestion for the word list and tested them on explicit and implicit memory tasks in the absence of conscious recollection highs showed equivalent levels of priming perceptual and semantic to lows however when analysis focused only on those highs who remained amnesic after the implicit memory tasks we confirmed perceptual but not semantic priming these findings highlight the impact of methodological choices on theoretical interpretations of memory performance following a suggestion for pha,0,0
journal of neuroimmunology activation of tresk background potassium channels by cloxyquin exerts protective effects against excitotoxicinduced brain injury and neuroinflammation in neonatal rats we investigated effects of activation of tresk channels by selective activator cloxyquin on excitotoxicinduced brain injury and neuroinflammation involving brain mast cells and inflammatory cytokines in neonatal rats three different doses of cloxyquin 02 1 and 5 mgkg were studied in ibotenateinduced perinatal brain injury pbi in p5 ratpups cerebral lesions and mast cells in coronal brain sections were evaluated concentrations of activin a il1 il6 and il10 in brain homogenates were measured using elisa cloxyquin dosedependently exerted protective effects against excitotoxicinduced neonatal brain injury and neuroinflammation tresk channels may be a promising new target for the treatment of pbis,1,6
the journal of cell biology the exocrine protein trypsinogen is targeted into the secretory granules of an endocrine cell line studies by gene transfer the exocrine protein rat anionic trypsinogen has been expressed and is secreted from the murine anterior pituitary tumor cell line att20 we examined which secretory pathway trypsinogen takes to the surface of this endocrinederived cell line the constitutive pathway externalizes proteins rapidly and in the absence of an external stimulus in the alternate regulated pathway proteins are stored in secretory granules until the cells are stimulated to secrete with 8brcamp on the basis of indirect immunofluorescence localization stimulation of release and subcellular fractionation we find that trypsinogen is targeted into the regulated secretory pathway in att20 cells in contrast laminin an endogenous secretory glycoprotein is shown to be secreted constitutively thus it appears that the transport apparatus for the regulated secretory pathway in endocrine cells can recognize not only endocrine prohormones but also the exocrine protein trypsinogen which suggests that a similar sorting mechanism is used by endocrine and exocrine cells,0,8
journal of hepatology controlled hyperventilation in the prevention of cerebral oedema in fulminant hepatic failure raised intracranial pressure due to cerebral oedema is a major cause of death in fulminant hepatic failure and in the present study we have carried out a controlled clinical trial of continuous hyperventilation in the prevention of this complication twenty patients were electively hyperventilated to maintain paco2 between 35 and 5 kpa in the other 35 patients mechanical ventilation was instituted only if severe hypoxia or hypercapnia occurred cerebral oedema diagnosed clinically or by a rise in intracranial pressure to greater than 30 mm hg occurred in 85 of hyperventilated patients and in 86 of those not so treated although there was no significant reduction in the number of episodes of cerebral oedema in the hyperventilated patients 48 episodes24 h as compared with the controls 53 episodes24 h hyperventilation did appear to delay the onset of coning but on the basis of these results could not be recommended to be used routinely as a prophylactic measure in the prevention of cerebral oedema in this condition,0,2
bmc palliative care patient participation and associated factors in the discussions on donotattemptresuscitation and endoflife disclosure a retrospective chart review study patient participation is a key foundation of advance care planning acp however a patient himselfherself may be left out from sensitive conversations such as endoflife eol care discussions the objectives of this study were to investigate patients participation rate in the discussion of cardiopulmonary resuscitation cpr  donotattemptresuscitation dnar order and in the discussion that the patient is at hisher eol stage eol disclosure and to explore their associated factors	this is a retrospective chart review study the participants were all the patients who were hospitalized and died in a universityaffiliated teaching hospital tertiary medical facility in central tokyo japan during the period from april 2018 to march 2019 the following patients were excluded 1 cardiopulmonary arrest on arrival 2 stillbirth 3 under 18 years old at the time of death and 4 refusal by their bereaved family presence or absence of cprdnar discussion and eol disclosure patients involvement in those discussions and their associated factors were investigated	cprdnar discussions were observed in 336 out of the 358 patients 939 however 224 of these discussions were carried out without a patient patient participation rate 333 male gender odds ratio or  237 95 confidence interval ci 132425 living alone or  251 134471 and 1 year or more from the date of diagnosis or  178 103310 were associated with higher patients participation in cprdnar discussions the eol disclosure was observed in 341 out of the 358 patients 953 however 170 of the discussions were carried out without the patient patient participation rate 501 patients who died of cancer or  241145403 and patients without mental illness or241 111525 were more likely to participate in eol disclosure	in this clinical sample only up to half of the patients participated in cprdnar discussions and eol disclosure female living with family a shorter period from the diagnosis noncancer and mental illness presence are risk factors for lack of patients participation in cprdnar or eol discussions further attempts to facilitate patients participation based on their preference are warranted,0,0
plos one modeling the dynamics of disease states in depression major depressive disorder mdd is a common and costly disorder associated with considerable morbidity disability and risk for suicide the disorder is clinically and etiologically heterogeneous despite intense research efforts the response rates of antidepressant treatments are relatively low and the etiology and progression of mdd remain poorly understood here we use computational modeling to advance our understanding of mdd first we propose a systematic and comprehensive definition of disease states which is based on a type of mathematical model called a finitestate machine second we propose a dynamical systems model for the progression or dynamics of mdd the model is abstract and combines several major factors mechanisms that influence the dynamics of mdd we study under what conditions the model can account for the occurrence and recurrence of depressive episodes and how we can model the effects of antidepressant treatments and cognitive behavioral therapy within the same dynamical systems model through changing a small subset of parameters our computational modeling suggests several predictions about mdd patients who suffer from depression can be divided into two subpopulations a highrisk subpopulation that has a high risk of developing chronic depression and a lowrisk subpopulation in which patients develop depression stochastically with low probability the success of antidepressant treatment is stochastic leading to widely different timestoremission in otherwise identical patients while the specific details of our model might be subjected to criticism and revisions our approach shows the potential power of computationally modeling depression and the need for different type of quantitative data for understanding depression,0,0
headache intranasal lidocaine for migraine a randomized trial and openlabel followup to study the efficacy of intranasal lidocaine for the treatment of migraine when administered by subjects in a nonclinic setting	a 1month randomized controlled doubleblind trial followed by a 6month openlabel followup	ambulatory subjects treating themselves outside of a medical setting	one hundred thirtyone adult subjects with migraine diagnosed according to international headache society criteria were enrolled in the study 113 treated at least one headache in the controlled trial and 74 treated at least one headache in the openlabel phase all subjects were members of the kaiser permanente southern california medical care program and were recruited at two urban medical centers	intranasal lidocaine 4 or saline placebo 05 ml was dropped into the nostril on the side of the headache or bilaterally for bilateral headache according to study protocol	trial percent of headaches relieved to mild or none at 15 minutes and relapse of headache within 24 hours openlabel percent of headaches relieved to mild or none at 15 and 30 minutes and relapse within 24 hours	in the controlled trial headache was relieved within 15 minutes in 34 358 of 95 subjects treated with 4 intranasal lidocaine compared with 8 74 of 108 subjects receiving placebo p  001 headaches relapsed in 7 206 of 34 subjects treated with 4 intranasal lidocaine compared to 0 of 8 placebo subjects p  312 in the openlabel followup headaches were relieved in 129 412 of 313 episodes within 15 minutes and in 141 576 of 245 episodes after 30 minutes headaches relapsed in 28 199 of 140 the response did not diminish over time 32 628 of 51 first headaches were relieved at 30 minutes and 10 714 of 14 seventh headaches were relieved relapse occurred in 28 20 corrected of 129 headaches at a mean time  sd of 74  66 hours	intranasal lidocaine 4 provides rapid relief of migraine symptoms for those subjects who do respond the effect does not diminish over 6month followup,0,11
