idx,pmid,journal_name,title,abstract,accepted_label,multi_label,binary_label
171,18200440,Reviews in endocrine & metabolic disorders,"Clinical and molecular genetics of acromegaly: MEN1, Carney complex, McCune-Albright syndrome, familial acromegaly and genetic defects in sporadic tumors.","Pituitary tumors are among the most common neoplasms in man; they account for approximately 15% of all primary intracranial lesions (Jagannathan et al., Neurosurg Focus, 19:E4, 2005). Although almost never malignant and rarely clinically expressed, pituitary tumors may cause significant morbidity in affected patients. First, given the critical location of the gland, large tumors may lead to mass effects, and, second, proliferation of hormone-secreting pituitary cells leads to endocrine syndromes. Acromegaly results from oversecretion of growth hormone (GH) by the proliferating somatotrophs. Despite the significant efforts made over the last decade, still little is known about the genetic causes of common pituitary tumors and even less is applied from this knowledge therapeutically. In this review, we present an update on the genetic syndromes associated with pituitary adenomas and discuss the related genetic defects. We next review findings on sporadic, non-genetic, pituitary tumors with an emphasis on pathways and animal models of pituitary disease. In conclusion, we attempt to present an overall, integrative approach to the human molecular genetics of both familiar and sporadic pituitary tumors.",Non-systematic-review,1,0
172,36203746,F1000Research,The social prescribing of psychosocial interventions in the treatment of addictions and substance use disorders with military veterans: a reclamation of identity and belonging.,"Social prescribing is a way of connecting individuals to a source of support within the community to help improve their health and well-being. Social prescribing programmes are being widely promoted within the United Kingdom (UK) and United States as non-pharmaceutical interventions for those living with addiction and substance misuse needs. These needs have been exasperated by the recent COVID-19 pandemic and global economic crisis, with emerging research indicating short-term and long-term detrimental effects on physical and mental health due to substance misuse and addictions. Psychosocial interventions utilize psychological or social factors rather than an overreliance on biological interventions to treat the health impacts of mental illnesses such as addictions and substance use disorder. In this paper, I will discuss the associated determinants of addictions and substance for the military veteran population, as well as how the social prescribing of psychosocial interventions could be used to reaffirm participant's identity and enhance their sense of belonging for military veterans, using a real-world example in Wales, UK.",Non-systematic-review,1,0
173,22713426,Behavioural neurology,The neurobiology and treatment of restless legs syndrome.,"Restless legs syndrome (RLS) is a relatively common neurological disorder affecting sleep and health-related quality of life. Neuroimaging studies, autopsy investigations and experimental studies using animal models have been conducted to investigate the potential causes of RLS, resulting in the generation of multiple pathophysiological hypotheses.	This paper reviews the neurobiology and pharmacotherapy of RLS, with a critical analysis of the heterogeneity and methodological limitations of the existing scientific literature.	Although several neurotransmitter systems dysfunction and neuroanatomical abnormalities have been implicated in RLS pathogenesis, dopamine dysfunction within basal ganglia pathways, iron deficiency and opioid system abnormalities have consistently been found to be involved. Their involvement is further strengthened by the therapeutic effectiveness of dopaminergic agents, iron supplementation and opioid medications.	Converging evidence from neuroimaging, autoptic and animal studies points towards dopamine dysregulation and iron metabolism alterations as the main contributors to RLS pathophysiology. The possible interactions between different neurotransmitter systems should guide further neuropharmacological research in order to improve therapeutic efficacy for this disabling condition.",Non-systematic-review,1,0
174,27638306,Biochemical and biophysical research communications,Possible role of mitochondrial permeability transition pore in the pathogenesis of Huntington disease.,"Huntington disease (HD) is a devastating neurological disorder that affects the striatum and cortex of patients. HD patients develop progressive motor dysfunction and psychiatric disturbances with gradual dementia. HD is caused by a pathological expansion of CAG repeats in the huntingtin gene that codifies for a protein called huntingtin (Htt), which principal function is not completely understood. Accumulative evidence shows that this pathological expansion modifies Htt function affecting different neuronal targets, including mitochondrial function which is an important factor that contributes to HD. Interestingly, several groups have shown mitochondrial disturbances including calcium handling defects, depolarization, decrease of mitochondrial transport, ATP reduction, and increase of reactive oxygen species (ROS) in cellular and murine HD models. Systematic analysis of this evidence indicates that a mitochondrial structure, the mitochondrial permeability transition pore (mPTP), could be responsible for these changes that affect mitochondria. The mPTP plays an important role in apoptosis and neurodegeneration. It has also been reported to have some physiological functions in heart development and synaptic communication. In HD, the presence of mutant huntingtin (mHtt) activates this mechanism producing a significant compromise of mitochondrial metabolism and bioenergetics. Considering these findings this review explores the evidence that suggests the important role of mPTP in the mitochondrial impairment induced by mHtt, which leads to calcium derangement and contributes to neuronal dysfunction in HD.",Non-systematic-review,1,0
175,21295000,The Journal of clinical psychiatry,Measurement-based care in psychiatric practice: a policy framework for implementation.,"This article describes the need for measurement-based care (MBC) in psychiatric practice and defines a policy framework for implementation. Although measurement in psychiatric treatment is not new, it is not standard clinical practice. Thus a gap exists between research and practice outcomes. The current standards of psychiatric clinical care are reviewed and illustrated by a case example, along with MBC improvements. Measurement-based care is defined for clinical practice along with limitations and recommendations. This article provides a policy top 10 list for implementing MBC into standard practice, including establishing clear expectations and guidelines, fostering practice-based implementation capacities, altering financial incentives, helping practicing doctors adapt to MBC, developing and expanding the MBC science base, and engaging consumers and their families. Measurement-based care as the standard of care could transform psychiatric practice, move psychiatry into the mainstream of medicine, and improve the quality of care for patients with psychiatric illness.",Non-systematic-review,1,0
176,7494943,Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses,Quality benchmarks for brain injury rehabilitation services.,"Quality, a leading priority in health care today, must be quantified if a rehabilitation facility is to accurately evaluate its treatment effectiveness and durability. Quality can be seen as including four domains, or dimensions: accountability, professional staffing, value, and proven results. This article offers suggestions to rehabilitation case managers and discharge planners, who are in search of quality, on how to evaluate a brain injury rehabilitation program prior to referring patients to a facility.",Non-systematic-review,1,0
177,12905582,Fa yi xue za zhi,[The research of the heroin and its metabolites analysis in clinical samples].,"Heroin can be metabolized easily in body and the mail metabolites are 6-MAM, morphine and so on. At present, there are urine, blood, hair and so on as specimens for detection, while the analytical technology conclude TLC, GC, HPLC, GC/MS, LC/MS, IA, CE etc. In this paper, these technologies used for heroin's metabolites were viewed in order to provide some reference to the study in relative field.",Non-systematic-review,1,0
178,3426206,AORN journal,The impaired nurse. Part II: Management strategies.,"The perioperative nurse manager faces an ethical dilemma when faced with an impaired colleague. An effort to support impaired practitioners and to ensure patient safety and quality of care seem incompatible. To facilitate both, violations of the state nurse practice act must be reported, and the employee terminated if your documentation is adequate and treatment options you offer are not pursued. This harsh approach is necessary when the impaired practitioner puts patient care at risk. Kindness promotes chemical dependency, and the harsh action may be the only event that breaks through the denial. Fifteen percent of impaired practitioners who receive coordinated, supportive, and confrontational management are not motivated to seek treatment. Nurses must remember, however, that the remaining 85% respond positively to an established and comprehensive chemical dependency policy. Defined decision-making strategies concerning chemical dependency at the state and local level motivate practitioners to seek treatment to avoid licensure action. Perioperative nurses must meet the challenge to effectively manage chemical dependency. Employing recovering nurses in a structured framework is creative resource management. The ability to conserve talented and skilled practitioners preserves the nurturing strength of nurses and increases professional cohesion.",Non-systematic-review,1,0
179,30898580,Brain research bulletin,A hyaluronan/methylcellulose-based hydrogel for local cell and biomolecule delivery to the central nervous system.,"Regenerative medicine strategies rely on exogenous cell transplantation and/or endogenous cell stimulation. Biomaterials can help to increase the regenerative potential of cells and biomolecules by controlling transplanted cell fate and provide a local, sustained release of biomolecules. In this review, we describe the use of a hyaluronan/methylcellulose (HAMC)-based hydrogel as a delivery vehicle to the brain, spinal cord, and retina to promote cellular survival and tissue repair. We discuss various controlled release strategies to prolong the delivery of factors for neuroprotection. The versatility of this hydrogel for a diversity of applications highlights its potential to enhance cell- and biomolecule-based treatment strategies.",Non-systematic-review,1,0
180,27040285,Acta neuropathologica,Risk stratification of childhood medulloblastoma in the molecular era: the current consensus.,"Historical risk stratification criteria for medulloblastoma rely primarily on clinicopathological variables pertaining to age, presence of metastases, extent of resection, histological subtypes and in some instances individual genetic aberrations such as MYC and MYCN amplification. In 2010, an international panel of experts established consensus defining four main subgroups of medulloblastoma (WNT, SHH, Group 3 and Group 4) delineated by transcriptional profiling. This has led to the current generation of biomarker-driven clinical trials assigning WNT tumors to a favorable prognosis group in addition to clinicopathological criteria including MYC and MYCN gene amplifications. However, outcome prediction of non-WNT subgroups is a challenge due to inconsistent survival reports. In 2015, a consensus conference was convened in Heidelberg with the objective to further refine the risk stratification in the context of subgroups and agree on a definition of risk groups of non-infant, childhood medulloblastoma (ages 3-17). Published and unpublished data over the past 5 years were reviewed, and a consensus was reached regarding the level of evidence for currently available biomarkers. The following risk groups were defined based on current survival rates: low risk (>90 % survival), average (standard) risk (75-90 % survival), high risk (50-75 % survival) and very high risk (<50 % survival) disease. The WNT subgroup and non-metastatic Group 4 tumors with whole chromosome 11 loss or whole chromosome 17 gain were recognized as low-risk tumors that may qualify for reduced therapy. High-risk strata were defined as patients with metastatic SHH or Group 4 tumors, or MYCN-amplified SHH medulloblastomas. Very high-risk patients are Group 3 with metastases or SHH with TP53 mutation. In addition, a number of consensus points were reached that should be standardized across future clinical trials. Although we anticipate new data will emerge from currently ongoing and recently completed clinical trials, this consensus can serve as an outline for prioritization of certain molecular subsets of tumors to define and validate risk groups as a basis for future clinical trials.",Non-systematic-review,1,0
181,20433479,The International journal of psycho-analysis,Murder on the mind: tyranical power and other points along the perverse spectrum.,"This paper illustrates the breadth and depth of the spectrum of perversion and perversity as currently represented in the psychoanalytic literature, raises questions about recent tendencies to include a host of diverse-seeming phenomena under the same conceptual umbrella, and strives to demonstrate what these phenomena have in common that justifies lumping them together under the same rubric. One end of this spectrum is represented by the employment of simple fetishes introduced into a sexual scene in order to promote sexual arousal. Moving along the continuum, one encounters increasing complex behavioral patterns including the enactment of scripts that actualize one's perverse fantasies, including the assumption of complementary roles (e.g. sadomasochism) that equally serve the needs, and represent the desires, of both parties involved. A unique clinical entity, 'perverse modes of relatedness,' lies on the extreme end of the spectrum, representing the reification of the relationship as it becomes little more than a vehicle to take possession and control one's object for the gratification of one's sole needs and desires. What each of these phenomena share in common is both the insertion of a thing or condition - ranging from a simple fetishistic object to an elaborate style of relating that reduces the other into pawn played upon the pervert's chessboard, between the two 'relating' objects as well as a less than honest relationship with reality.",Non-systematic-review,1,0
182,19685813,The Psychoanalytic quarterly,Freud's Rat Man from the perspective of an early-life variant of the Oedipus complex.,"In the spirit of Freud's invitation to other investigators to elaborate on his 'Notes Upon a Case of Obsessional Neurosis' (1909), the author offers additional and differing views on the case of the Rat Man (Dr. Ernst Langer). These views have been informed by the evolution of psychoanalysis over the past 100 years, especially by the perspective provided by an early-life variant on the Oedipus complex (Osman 2000). The author postulates that an important reason for the happy conclusion of this analysis, surprising for its brevity, was that it expedited a mourning process that released a primitive bond to the patient's father, and also, in doing so, facilitated the emergence of a less encumbered and more individuated identity. While accomplishing this, constricting bonds to his late sister Katherine and to his mother were loosened as well.",Non-systematic-review,1,0
183,6312596,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,[Clinical and pathogenic aspects of secondary hyperlipoproteinemia].,"The secondary hyperlipoproteinemias are frequent in 'civilized' countries. Through new methods, the interest for secondary hyperlipoproteinemias is increasing, on theoretical and practical points of view. This paper reviews the hyperlipoproteinemias of alcoholism, renal and hepatic diseases, diabetes mellitus, abnormal thyroid function, and those secondary to various medications. For each of them, the clinical, pathophysiologic and therapeutic aspects are described.",Non-systematic-review,1,0
184,27469219,Current drug metabolism,Delivery of Nanoparticles for Treatment of Brain Tumor.,"Malignant brain tumor is a highly challenging disease for diagnosis, treatment, and management. Cytotoxicity, distribution and the ability to cross blood brain barrier are some of the most significant issues for the chemotherapy of brain tumors. Nanotechnology has been widely exploited in drug delivery with great potential in improving the drug efficiency and efficacy. The advent of nanotechnology would greatly facilitate the early detection and treatment of brain tumors. This review will be primarily focused on current nano drug delivery system for brain cancer therapy. Meanwhile, the existing impediments for therapeutic nanomedicines and critical analysis of the different delivery nanoparticles are also discussed.	We systematically evaluated the major factors that impact the current nanomedicines for brain tumor therapy. Meanwhile, various nanoparticle-based formulations for brain cancer detection and therapy are evaluated.	124 papers were included in this review. From the analysis of the nanomaterials, seven major nanomaterials have been discussed regarding the functionality and current therapeutic significance. The review also explains in detail about the different types of nanomaterials and their functionalities. This shows that each of these nanomaterials has specialized functions for the treatment of various kinds of brain cancer.	Nanomaterials provide a viable potential diagnosis mechanis. In the future, more research needs to be focused on developing a better diagnosis tool for detection of cancer on an urgent basis. Blood-brain barrier and cytotoxicity are some of the primary root causes for the impediment of treatment of cancer using nanoparticles. Therefore, different delivery systems should be exploited for the nanoparticles to surmount these issues.",Non-systematic-review,1,0
185,16312938,Zhongguo zhen jiu = Chinese acupuncture & moxibustion,[Advances in clinical and mechanism studies of acupuncture and moxibustion for treatment of depression].,"To introduce clinical and mechanism studies about treatment of depression by acupuncture and moxibustion in recent years.	Review was made from clinical controls, mechanism studies and animal experiments.	Acupuncture and moxibustion have definite therapeutic effect on depression, with less adverse effects, but some problems in clinical and mechanism studies remain to be resolved.",Non-systematic-review,1,0
186,21885540,Interactive cardiovascular and thoracic surgery,Is it safe to stop anticoagulants after successful surgery for atrial fibrillation?,"A best evidence topic in cardiothoracic surgery was written according to a structured protocol. The question addressed was: is it safe to stop anticoagulants after successful surgery for atrial fibrillation? Altogether, 177 papers were found using the reported search, of which 14 were selected that represented the best evidence to answer the clinical question. Selection criteria included study relevance, primary outcome, size of study population and length of follow-up. The authors, journal, date and country of publication, patient group studied, study type, relevant outcomes and results of these papers are tabulated. The weight of evidence, including over 10,000 patient-years of follow-up, supports the discontinuation of warfarin following atrial fibrillation correction procedures as being safe, with an associated annual thromboembolic stroke rate of 0-3.8% off warfarin, in studies where warfarin was stopped at a mean of 3.6 months (range 0-8 months) after the procedure. However, the confidence of this conclusion suffers from a paucity of high-quality randomized controlled trials in the field, with the main body of evidence coming instead from observational non-randomized studies. The stroke rate also varies with the exact procedure performed; pulmonary vein isolation procedures are the most extensively evaluated and carry the lowest stroke rate following warfarin discontinuation (0-0.4% per annum when performed as an isolated procedure). By contrast, left atrial appendage occlusion by insertion of a transcatheter device has an associated annual stroke rate of 0-3.8% off warfarin. Thus, discontinuation of warfarin following such transcatheter procedures cannot be recommended at this time. Concomitant heart surgeries, such as mitral valve repair have been shown to increase the thromboembolic rate both unpredictably and dramatically, and this review thus identifies concomitant mitral valve surgery as a potentially substantial risk factor for late thromboembolic stroke in patients undergoing corrective surgeries for atrial fibrillation. This review finds in favour of warfarin discontinuation in selected patients at three months post-procedure, emphasizing consideration of the patient's individual risk-factor profile as paramount. This recommendation is in line with the 2010 guidelines for the management of atrial fibrillation produced by the European Society of Cardiology.",Non-systematic-review,1,0
187,2744979,The International journal of social psychiatry,A normality for us without confinement for them: notes on the associations of families of the mentally ill.,"Associations of families of the mentally ill arose in Italy in the early 1980s mainly in the country's northern and central regions. They denounced the inadequacies of an extramural service conceived of as an out-patient clinic filling the void left by the shutting down of asylums. The positions elaborated by these associations focus on four main themes: the distribution of the 'burden of care' for the ill between services and families; the ill-conceived interpretation of the families' needs owing to the professional's alleged tendency to 'point the finger of guilt' at the families themselves; the demand for greater power in regard to decisions made by the services; the interaction with the rights and liberties of the mentally ill. Two different ranges of problems are discussed. First, there is the conflict within the family between the interests and rights of its income-producing and its 'dependent' members. This conflict points not to a loss but to an overload of functions shifted to the family at a time of rising expectations for the satisfaction of needs. It therefore calls for services of a new kind, i.e. services capable of making these conflicting interests and rights compatible. Second, extramural services either reject or misinterpret the asylum's labour-saving function. These services thus ascribe care for the material life of the mentally ill to the family's own resources alone.(ABSTRACT TRUNCATED AT 250 WORDS)",Non-systematic-review,1,0
188,8781644,Singapore medical journal,Management of panic disorder.,"Symptoms of panic attack can be found in both medical disease and mental disorder. At least 4 of 13 diagnostic symptoms need to be present to constitute an attack which onset is sudden and unpredictable. The duration of attack usually lasts minutes but sometimes longer. In panic disorder there is recurrent attacks of severe anxiety which are unprovoked and unexpected. Dominant symptoms vary from person to person. The syndrome is likely to be heterogeneous as the biological aetiology may be related to abnormalities in the function of a number of neurotransmitters ie serotonin, noradrenaline, gamabutyric acid, dopamine and cholecystokinin. As such different benzodiazepines and anti-depressants are efficacious in the treatment of the disorder. Medications should be titrated to prevent attacks and restore confidence. Maintenance therapy needs to be balanced with premature termination of treatment. Reassurance is important and there is a place for cognitive behavioural therapy, relaxation exercise and breathing control technique.",Non-systematic-review,1,0
189,3478668,Postgraduate medicine,How do eating disorders affect thyroid function?,"Abnormal thyroid function in patients with eating disorders can result from malnutrition. A low serum triiodothyronine (T3) level is commonly noted in starvation states and is caused by reduced peripheral conversion of thyroxine (T4) to T3. Diminished T4 concentrations are also observed. Adequate nutrition normalizes this type of aberrant laboratory profile. Thyroid function tests that give results below the normal range are best repeated initially for verification of results and again after adequate nutrition is reestablished. If no primary endocrinopathy is present, spontaneous correction of these laboratory values can be expected with conventional dietary habits.",Non-systematic-review,1,0
190,9858018,Neuroscience research,Mild hypothermia--a revived countermeasure against ischemic neuronal damages.,"Although hypothermia as a means of cerebral protection against and resuscitation from ischemic damage has a history of approximately six decades, extensive studies, both in basic and clinical fields, on the mechanisms, effects and methods of mild hypothermia at temperatures no less than 31 degrees C have started only in the last decade. In experiments on rodents, hypothermia in the postischemic period that is introduced up to several hours after reperfusion and is maintained for one day followed by a slow rewarming, significantly protects hippocampal neurons against damage. The mode of action of hypothermia is apparently non-specific and multi-focal in widely progressing cascade reactions in ischemic cells; namely, suppressing: (1) glutamate surge followed by; (2) intraneuronal calcium mobilization; (3) sustained activation of glutamate receptors; (4) dysfunction of blood brain barrier; (5) proliferation of microglial cells; and (6) production of superoxide anions and nitric oxide. In addition, mild hypothermia modulates processes in ischemic condition at the level of cell nucleus, such as the binding of transcription factor AP-1 to DNA, and ameliorates the depression of protein synthesis. This non-specific and widely affecting manner might explain why hypothermia is superior to any medicine developed. Recent clinical trials of mild hypothermia in various individual institutions have revealed significantly beneficial outcomes in some cases, along with an accumulation of practical knowledge of techniques and treatments. Large scale randomized studies involving multiple institutions as well as exchange of informations and ideas are needed for further development of hypothermia treatment.",Non-systematic-review,1,0
191,31243911,Early intervention in psychiatry,Transforming youth mental health services in a large urban centre: ACCESS Open Minds Edmonton.,"This paper outlines the transformation of youth mental health services in Edmonton, Alberta, a large city in Western Canada. We describe the processes and challenges involved in restructuring how services and care are delivered to youth (11-25 years old) with mental health needs based on the objectives of the pan-Canadian ACCESS Open Minds network.	We provide a narrative review of how youth mental health services have developed since our engagement with the ACCESS Open Minds initiative, based on its five central objectives of early identification, rapid access, appropriate care, continuity of care, and youth and family engagement.	Building on an initial community mapping exercise, a service network has been developed; teams that were previously age-oriented have been integrated together to seamlessly cover the age 11 to 25 range; early identification has thus far focused on high-school populations; and an actual drop-in space facilitates rapid access and linkages to appropriate care within the 30-day benchmark.	Initial aspects of the transformation have relied on restructuring and partnerships that have generated early successes. However, further transformation over the longer term will depend on data demonstrating how this has impacted clinical outcomes and service utilization. Ultimately, sustainability in a large urban centre will likely involve scaling up to a network of similar services to cover the entire population of the city.",Non-systematic-review,1,0
192,15175528,Tobacco control,Reducing tobacco addiction through tobacco product regulation.,Tobacco product regulation has the potential to help reduce tobacco attributable disease by reducing the toxicity of these products and by reducing the prevalence of tobacco use and addiction.,Non-systematic-review,1,0
193,6780021,British medical journal (Clinical research ed.),Electric convulsion therapy in depression: a double-blind controlled trial.,"The therapeutic effect of simulated and real bilateral electric convulsion therapy was examined in a double-blind, randomised trial on 22 patients with a primary depressive illness. Each treatment was given twice weekly for three weeks and the results assessed by the psychiatrist using a visual analogue rating scale, nurses using a nine-point rating scale, and the patients themselves using the Beck Depression Inventory. With all three methods of assessment patients given the real treatment substantially improved (p less than 0.001), whereas those given simulated treatment showed little change. Three weeks after substituting real treatment for simulated, however, these patients were also significantly improved (psychiatrist's rating p less than 0.001; nurses' rating p less than 0.005; Beck inventory p less than 0.005). These findings confirm the value of electric convulsion therapy in severe depressive illness and strongly suggest that the convulsion is important for the therapeutic effect.",Human-RCT-non-drug-intervention,9,0
194,32940823,Journal of autism and developmental disorders,"Effects of an Inclusive Physical Activity Program on the Motor Skills, Social Skills and Attitudes of Students with and without Autism Spectrum Disorder.","This study investigated the effects of an inclusive physical activity (IPA) program on the motor and social skills and attitudes of students with and without autism spectrum disorder (ASD). The study sample consisted of 45 ASD and typical development (TD) students aged between 6 and 11 years. The students were randomly divided into two groups: a training group consisting of 27 students (n = 13 with ASD and n = 14 with TD) and a control group consisting of 18 students (n = 9 with ASD and n = 9 with TD). In conclusion, the IPA program increased the motor and social skills of the ASD students and improved the motor skills of the TD students and positively affected their attitudes towards the ASD students.",Human-RCT-non-drug-intervention,9,0
195,11680565,Journal of consulting and clinical psychology,Motivational interviewing with cocaine-dependent patients: a pilot study.,"A brief motivational interviewing (MI) intervention was evaluated within the context of an outpatient, cocaine-detoxification program. MI was hypothesized to assist patients in completing the detoxification program and to improve outcomes during subsequent treatment. Participants (N = 105) were randomly assigned to MI or to detox-only conditions. Results indicated that although participants completed the detoxification program at equal rates, completers who received MI increased use of behavioral coping strategies and had fewer cocaine-positive urine samples on beginning the primary treatment. MI patients with lower initial motivation were more likely to complete detoxification.",Human-RCT-non-drug-intervention,9,0
196,15065953,Journal of consulting and clinical psychology,Traditional versus integrative behavioral couple therapy for significantly and chronically distressed married couples.,"A randomized clinical trial compared the effects of traditional behavioral couple therapy (TBCT) and integrative behavioral couple therapy (IBCT) on 134 seriously and chronically distressed married couples, stratified into moderately and severely distressed groups. Couples in IBCT made steady improvements in satisfaction throughout the course of treatment, whereas TBCT couples improved more quickly than IBCT couples early in treatment but then, in contrast to the IBCT group, plateaued later in treatment. Both treatments produced similar levels of clinically significant improvement by the end of treatment (71% of IBCT couples and 59% of TBCT couples were reliably improved or recovered on the Dyadic Adjustment Scale; G. B. Spanier, 1976). Measures of communication also showed improvement for both groups. Measures of individual functioning improved as marital satisfaction improved.",Human-RCT-non-drug-intervention,9,0
197,37271291,Journal of affective disorders,Effectiveness of a transdiagnostic computerized self-applied program targeting children with emotional problems: A randomized controlled trial.,"Super Skills for Life (SSL) is an eight-session transdiagnostic program based on cognitive-behavioral therapy (CBT), aimed at the indicated prevention of childhood emotional problems, which has been implemented with positive short- and long-term results. The present study aimed to examine the effects of a self-applied computerized program based on SSL that maintains the same objectives and contents as the face-to-face program.	In this randomized controlled study, 75 children (49.3 % female) aged 8-12 years (Mage = 9.45, SD = 1.31), selected for exhibiting emotional symptoms, were randomly assigned to either the intervention (n = 35) or the waiting list control (WLC) group (n = 40). Pre- and post-intervention data were collected through self-reports and the report of parents who completed parallel versions of the same measures of emotional and behavioral problems.	Overall, compared to the WLC group, the intervention group showed positive effects on targeted emotional symptomatology in the short term. Based on parents' reports, a significant reduction was found in outcomes such as anxiety, depression, emotional symptoms, and internalizing problems, while self-reported results were similar except for anxiety. In addition, a positive impact was found on symptoms related to other types of difficulties (e.g., externalizing problems and general difficulties measured).	Small sample size, non-inclusion of follow-up assessment and other informants (e.g., teachers).	In conclusion, this research provides novel and promising data on the self-applied computerized adapted version of the SSL program, within a multi-informant approach, suggesting that it may be a useful tool for the indicated prevention of childhood emotional problems.",Human-RCT-non-drug-intervention,9,0
198,27062417,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,Effect of Modified Constraint-Induced Movement Therapy Combined with Auditory Feedback for Trunk Control on Upper Extremity in Subacute Stroke Patients with Moderate Impairment: Randomized Controlled Pilot Trial.,"The trunk compensatory strategy can impede the longer term functional recovery of the upper extremity (UE). The objective of this study is to investigate the effects of modified constraint-induced movement therapy (mCIMT) combined with auditory feedback for trunk control on UE function and activities of daily living among subacute stroke patients with moderate impairment.	Twenty participants with hemiparesis were randomly assigned to either the mCIMT combined with auditory feedback group (n = 10) or the control group (n = 10). The mCIMT combined with auditory feedback group received the mCIMT protocol training at the same time as the auditory feedback for control of the compensatory movement of the trunk. The control group only received the mCIMT protocol. Each group underwent 20 (1 hour/day) intervention sessions (5 days/week for 4 weeks).	The mCIMT combined with auditory feedback group exhibited greater changes in the Action Research Arm Test (P = .027; 95% CI .429-6.171), Fugl-Meyer Assessment upper extremity (P = .034; 95% CI .360-8.039), modified Barthel Index (P = .003; 95% CI 3.465-14.536), and amount of use of motor activity log (P = .009; 95% CI .078-.476) compared to the control group. There were no significant differences in the quality of movement (P = .054, 95% CI -.005 to .457) and modified Ashworth Scale (P = .288; 95% CI -.583 to .183) grades between the 2 groups.	These findings suggest that mCIMT combined with auditory feedback for trunk control is more helpful in improving the UE function than mCIMT alone in subacute stroke patients with moderate impairment.",Human-RCT-non-drug-intervention,9,0
199,32552074,Disability and rehabilitation. Assistive technology,Randomized controlled feasibility study of FindMyApps: first evaluation of a tablet-based intervention to promote self-management and meaningful activities in people with mild dementia.,"We tested the feasibility, implementation strategy and mechanism of impact of FindMyApps. FindMyApps is a tablet intervention consisting of a selection tool to help people with dementia find usable apps for self-management and meaningful activities, including training to support informal carers in employing errorless learning principles to help people with dementia learn tablet and tool usage.	We conducted an exploratory, pilot randomized controlled trial with a mixed-methods design. Twenty persons with mild dementia and carer dyads were randomly assigned to the FindMyApps group (n = 10), receiving either the FindMyApps training and selection tool, or a control condition (n = 10), receiving only a short tablet training. Pre- and post-test measurements at a three month follow-up, consisted of questionnaires and post-test semi-structured interviews.	The FindMyApps tool was mostly perceived as useful and easy to use. Persons with dementia were generally able to learn how to use the tool, though they regularly needed support from informal carers. Persons with dementia found apps through the tool, which they used regularly. Persons with dementia and informal carers were positive about the training and support they received. No significant differences were found on outcome measures of persons with dementia, but based on effect sizes FindMyApps is a promising intervention.	Qualitative results indicate that the FindMyApps intervention has the potential to positively influence the self-management abilities and engagement in meaningful activities of people with dementia. Remarks are made to improve the intervention and recommendations are given for future effectiveness studies.Implications for rehabilitationThe person-centred tablet intervention FindMyApps has the potential to positively influence the self-management and engagement in meaningful activities in people with dementia.Based on the input of persons with dementia and informal carers, the FindMyApps intervention and study procedure will be further improved and evaluated in terms of effectiveness in an RCT.",Human-RCT-non-drug-intervention,9,0
200,21506146,Movement disorders : official journal of the Movement Disorder Society,Modulation of dysarthropneumophonia by low-frequency STN DBS in advanced Parkinson's disease.,"Parkinsonian dysarthria (as typically characterized by hypophonia, monotony of pitch, and rhythm abnormalities) is often accompanied by gait disturbances. The long-term effect of subthalamic nucleus deep brain stimulation (STN DBS) on dysarthria remains unclear.	Given STN DBS's known improvement of gait disorders, we analyzed speech intelligibility and aerodynamic and acoustic parameters in 11 advanced PD patients in three double-blind, randomized conditions: 'defined Off,' 60 Hz STN DBS and 130 Hz STN DBS.	An improvement in aerodynamic speech parameters during 60 Hz STN DBS was accompanied by significant clinical benefit.	Chronic treatment with low-frequency STN DBS may have a beneficial impact on dysarthropneumophonia, even in advanced PD patients.",Human-RCT-non-drug-intervention,9,0
201,19389420,Preventive medicine,Delivering prevention for alcohol and cannabis using the Internet: a cluster randomised controlled trial.,"To establish the efficacy of an internet based prevention program to reduce alcohol and cannabis use in adolescents.	A cluster randomised controlled trial was conducted with 764 13-year olds from ten Australian secondary schools in 2007-2008. Half the schools were randomly allocated to the computerised prevention program (n=397), and half to their usual health classes (n=367). The Climate Schools: Alcohol and Cannabis prevention course is facilitated by the internet and consists of novel, evidence-based, curriculum consistent lessons aimed at reducing alcohol and cannabis use. Participants were assessed at baseline, immediately post, and at six months following the intervention.	Compared to the control group, students in the intervention group showed significant improvements in alcohol and cannabis knowledge at the end of the course and the six month follow-up. In addition, the intervention group showed a reduction in average weekly alcohol consumption and frequency of cannabis use at the six month follow-up. No differences between groups were found on alcohol expectancies, cannabis attitudes, or alcohol and cannabis related harms.	The course is acceptable, scalable and fidelity is assured. It increased knowledge regarding alcohol and cannabis, and decreased use of these drugs.",Human-RCT-non-drug-intervention,9,0
