,pmid,journal_name,title,abstract,accepted_label
317,21951913,Molecular brain,Transplantation of human neural stem/progenitor cells overexpressing galectin-1 improves functional recovery from focal brain ischemia in the Mongolian gerbil.,"Transplantation of human neural stem/progenitor cells (hNSPCs) is a promising method to regenerate tissue from damage and recover function in various neurological diseases including brain ischemia. Galectin-1(Gal1) is a lectin that is expressed in damaged brain areas after ischemia. Here, we characterized the detailed Gal1 expression pattern in an animal model of brain ischemia. After brain ischemia, Gal1 was expressed in reactive astrocytes within and around the infarcted region, and its expression diminished over time. Previously, we showed that infusion of human Gal1 protein (hGal1) resulted in functional recovery after brain ischemia but failed to reduce the volume of the ischemic region. This prompted us to examine whether the combination of hNSPCs-transplantation and stable delivery of hGal1 around the ischemic region could reduce the ischemic volume and promote better functional recovery after brain ischemia. In this study, we transplanted hNSPCs that stably overexpressed hGal1 (hGal1-hNSPCs) in a model of unilateral focal brain ischemia using Mongolian gerbils. Indeed, we found that transplantation of hGal1-hNSPCs both reduced the ischemic volume and improved deficits in motor function after brain ischemia to a greater extent than the transplantation of hNSPCs alone. This study provides evidence for a potential application of hGal1 with hNSPCs-transplantation in the treatment of brain ischemia.",Animal-non-drug-intervention
318,30875614,Cortex; a journal devoted to the study of the nervous system and behavior,Early prediction of long-term tactile object recognition performance after sensorimotor stroke.,"Until now tactile agnosia has been reported only in small, but detailed cross-sectional case studies. Here we show that multi-voxel pattern analysis (MVPA) of early diffusion-weighted lesion maps can be used to accurately predict long-term recovery of tactile object recognition (TOR) in 35 subjects with varying hand skill impairment and associated specific daily activity limitation after cortical sensori-motor stroke. Multiple regression analysis revealed the essentially dysfunctional subprocesses for object recognition in the specifically impaired subjects, i.e., grasping as determined by a subtest of Jebsen Taylor hand function test, and perception of macrogeometrical object properties. The Gaussian process regression of MVPA represents a function that relates a selection of lesioned voxels as input variables to TOR performance scores as target variables. On the behavioural level, patients fell into three recovery subgroups, depending on TOR performance over the observation period. Only baseline motor hand skill and shape discrimination were significantly correlated with the TOR trajectories. To define functionally meaningful voxels, we combined information from MVPA of lesion maps and a priori knowledge of regions of interest derived from a data bank for shape recognition. A high significance for the predicted TOR performances over nine months could be verified by permutation tests, leading us to expect that the model generalises to larger patient cohorts with first cortical ischemic stroke. The lesion sites of the persistently impaired subjects exhibited an overlap with critical areas related to the MVPA prediction map in the cytoarchitectonic areas PFt of inferior parietal lobule and OP1 of parietal operculum which are associated with higher order sensory processing. This ultimate check corroborated the significance of the MVPA map for the prediction of tactile object recognition. The clinical implication of our study is that neuroimaging data acquired immediately after first stroke could facilitate individual forecasting of post-stroke recovery.",Remaining
319,2884555,Medical hypotheses,Buspirone in the treatment of tardive dyskinesia.,"Buspirone is a novel anxiolytic chemically unrelated to the benzodiazepines. In clinical trials it has been shown to be as effective as diazepam, with fewer side effects. Buspirone is primarily active in dopaminergic pathways. It has the properties of both a dopamine agonist and antagonist. In this paper a model for treatment of tardive dyskinesia with buspirone is developed, based on dopamine autoreceptor blockade. A clinical trial of buspirone in the treatment of movement disorders is warranted.",Human-non-RCT-drug-intervention
320,8170770,Perceptual and motor skills,Reliability of global impressions for assessing methylphenidate effects in children with attention-deficit hyperactivity disorder.,"Agreement between raters using global impressions to assess methylphenidate response was analyzed for children with Attention-Deficit Hyperactivity Disorder (ADHD) undergoing double-blind, placebo-controlled, crossover methylphenidate trials. Caregivers were more likely to disagree than agree when asked to rate the children as 'better, same, or worse' during each day of the trial. Over-all agreement was 42.9%, only 9.6% above what would be expected based on chance alone. Further, none of the interrater reliability coefficients (Cohen's kappa) for the individual children were statistically significant.",Human-non-RCT-drug-intervention
321,11279969,Headache,Intranasal lidocaine for migraine: a randomized trial and open-label follow-up.,"To study the efficacy of intranasal lidocaine for the treatment of migraine when administered by subjects in a nonclinic setting.	A 1-month, randomized, controlled, double-blind trial, followed by a 6-month open-label follow-up.	Ambulatory subjects treating themselves outside of a medical setting.	One hundred thirty-one adult subjects with migraine, diagnosed according to International Headache Society criteria, were enrolled in the study: 113 treated at least one headache in the controlled trial, and 74 treated at least one headache in the open-label phase. All subjects were members of the Kaiser Permanente Southern California Medical Care Program and were recruited at two urban medical centers.	Intranasal lidocaine 4% or saline placebo 0.5 mL was dropped into the nostril on the side of the headache, or bilaterally for bilateral headache, according to study protocol.	Trial: percent of headaches relieved to mild or none at 15 minutes and relapse of headache within 24 hours. Open-label: percent of headaches relieved to mild or none at 15 and 30 minutes and relapse within 24 hours.	In the controlled trial, headache was relieved within 15 minutes in 34 (35.8%) of 95 subjects treated with 4% intranasal lidocaine compared with 8 (7.4%) of 108 subjects receiving placebo (P < .001). Headaches relapsed in 7 (20.6%) of 34 subjects treated with 4% intranasal lidocaine compared to 0 of 8 placebo subjects (P = .312). In the open-label follow-up, headaches were relieved in 129 (41.2%) of 313 episodes within 15 minutes and in 141 (57.6%) of 245 episodes after 30 minutes. Headaches relapsed in 28 (19.9%) of 140. The response did not diminish over time: 32 (62.8%) of 51 first headaches were relieved at 30 minutes and 10 (71.4%) of 14 seventh headaches were relieved. Relapse occurred in 28 (20%) [corrected] of 129 headaches at a mean time (+/- SD) of 7.4 (+/- 6.6) hours.	Intranasal lidocaine 4% provides rapid relief of migraine symptoms. For those subjects who do respond, the effect does not diminish over 6-month follow-up.",Human-RCT-drug-intervention
322,32141863,Georgian medical news,"IMPACT OF TRX SUSPENSION TRAINING ON PATIENTS' BALANCE, COORDINATION AND QUALITY OF LIFE AFTER TRAUMATIC BRAIN INJURY.","The aim of the research was to assess physical therapy effect using TRX equipment for patients after brain injuries, on balance and coordination. There were 30 respondents in this research. All of them with the easy level of brain injuries by using Glasgow coma scale. 10 females and 20 males, the age 19 - 64 years old, the average - 39,6±12,9 years. The coordination was assessed with no balance needed coordination scale by Schmitz. Balance using balance scale by Berg. The quality of life was assessed by using SF-36 questionnaire. Muscle strength by manual muscle strength scale by Lovett. Mathematical and statistical data analysis, using Microsoft Excel 2007 software package and SPSS 21.0. Data were statistically significant if p<0,05. The research lasted 15 days and consisted of daily training for 30-40 minutes. All respondents had two testing sessions, one before the first physical therapy with TRX class, and second after the last physical therapy with TRX class. Glasgow coma scale results showed that point ratio between the two groups was statistically insignificant (p>0,05). The mean of the study group points (14,7±0,45) was bigger than that of the control group (14,3±0,70). The muscle power results between two groups were statistically significant p<0,05 only in research group - 3,6±0,61 and 4,3±0,44, accordingly. Coordination assessment results showed that after physical therapy the results in the groups showed statistically significant improvement (p<0,05). The mean of the control group was 54,1±21,03, of the study group - 56,2±21,75. Quality of life and balance results for research subjects didn't change statistically significant, p>0,05. This brings to conclusion that TRX equipment is an important alternative to rehabilitation that improves patients' physical and emotional health after brain injuries.",Human-non-RCT-non-drug-intervention
323,25115318,Journal of addictive diseases,Substance abuse-specific knowledge transfer or loss? Treatment program turnover versus professional turnover among substance abuse clinicians.,"This longitudinal study investigated the extent to which substance abuse (SA) clinician turnover is associated with SA-specific knowledge loss due to change in professions (professional turnover) versus SA-specific knowledge transfer due to movement from one SA clinical setting to another (treatment program turnover). For this study, clinicians had to have voluntarily left their current treatment program. Eligible clinicians completed a quantitative survey while employed and a qualitative post-employment exit interview 1 year later. Compared to those that exited the SA profession (n = 99), clinicians who changed treatment programs (n = 120) had greater SA-specific formal knowledge and were more likely to be personally in recovery. No differences were found between the two groups in terms of SA-specific practical knowledge.",Remaining
324,28481536,Journal of medicinal chemistry,Discovery of a Small Molecule Probe That Post-Translationally Stabilizes the Survival Motor Neuron Protein for the Treatment of Spinal Muscular Atrophy.,"Spinal muscular atrophy (SMA) is the leading genetic cause of infant death. We previously developed a high-throughput assay that employs an SMN2-luciferase reporter allowing identification of compounds that act transcriptionally, enhance exon recognition, or stabilize the SMN protein. We describe optimization and characterization of an analog suitable for in vivo testing. Initially, we identified analog 4m that had good in vitro properties but low plasma and brain exposure in a mouse PK experiment due to short plasma stability; this was overcome by reversing the amide bond and changing the heterocycle. Thiazole 27 showed excellent in vitro properties and a promising mouse PK profile, making it suitable for in vivo testing. This series post-translationally stabilizes the SMN protein, unrelated to global proteasome or autophagy inhibition, revealing a novel therapeutic mechanism that should complement other modalities for treatment of SMA.",Animal-drug-intervention
325,30766591,African health sciences,"Geophagia, nutrition and health of women with pregnancy-induced hypertension.","Calcium is a major nutrient implicated in pregnancy-induced hypertension (PIH). Aside dietary sources, geophagia has been reported to provide calcium needed to prevent PIH. These soils are shown to contain significant amount of heavy metals which have been associated with hypertension.	The aim of this study was to determine the relationship between geophagia and PIH, assess the dietary intakes and health of participants.	This study was a case-control involving 30 women with PIH and 70 normotensive pregnant women.	Geophagia was not significantly associated with PIH. Women with PIH practicing geophagia recorded significantly low levels of haemoglobin, calcium and ferritin. Hypertensives recorded impaired fasting blood glucose (5.77±1.71mmol/L, p=0.051), higher levels of urea (3.60±1.29 mmol/L, p=0.000) and creatinine (382.67±11.66 µmol/L, p=0.000). Percentage intakes of macronutrients for normotensives were within the Adequate Macronutrient Distribution Range and PIH group recorded higher intakes of carbohydrate (72.75±16.16 %), lower protein (9.77±5.61 %) and fat (17.15±11.99%). Dietary calcium intakes in both groups were lower than recommended (< 1,000 mg/day).	In this study, geophagia during pregnancy is not directly associated with PIH but is detrimental to maternal health. The pregnant women in this study had considerably low intakes of energy and nutrients. There is a need for measures to ensure adequate maternal nutrition for a positive health and pregnancy outcomes.",Remaining
326,23447589,The Journal of neuroscience : the official journal of the Society for Neuroscience,Reversible pathologic and cognitive phenotypes in an inducible model of Alzheimer-amyloidosis.,"Transgenic mice that express mutant amyloid precursor protein (APPsi) using tet-Off vector systems provide an alternative model for assessing short- and long-term effects of Aβ-targeting therapies on phenotypes related to the deposition of Alzheimer-type amyloid. Here we use such a model, termed APPsi:tTA, to determine what phenotypes persist in mice with high amyloid burden after new production of APP/Aβ has been suppressed. We find that 12- to 13-month-old APPsi:tTA mice are impaired in cognitive tasks that assess short- and long-term memories. Acutely suppressing new APPsi/Aβ production produced highly significant improvements in performing short-term spatial memory tasks, which upon continued suppression translated to superior performance in more demanding tasks that assess long-term spatial memory and working memory. Deficits in episodic-like memory and cognitive flexibility, however, were more persistent. Arresting mutant APPsi production caused a rapid decline in the brain levels of soluble APP ectodomains, full-length APP, and APP C-terminal fragments. As expected, amyloid deposits persisted after new APP/Aβ production was inhibited, whereas, unexpectedly, we detected persistent pools of solubilizable, relatively mobile, Aβ42. Additionally, we observed persistent levels of Aβ-immunoreactive entities that were of a size consistent with SDS-resistant oligomeric assemblies. Thus, in this model with significant amyloid pathology, a rapid amelioration of cognitive deficits was observed despite persistent levels of oligomeric Aβ assemblies and low, but detectable solubilizable Aβ42 peptides. These findings implicate complex relationships between accumulating Aβ and activities of APP, soluble APP ectodomains, and/or APP C-terminal fragments in mediating cognitive deficits in this model of amyloidosis.",Animal-other
327,2759575,Hospital & community psychiatry,Developing a unit for mentally retarded-mentally ill patients on the grounds of a state hospital.,"For some time patients with the dual diagnosis of mental retardation and mental illness have been recognized as a distinct patient population, but development of programs meeting their special needs is slow. In October 1986 a Massachusetts state psychiatric facility opened a rehabilitative program for such patients in a separate 40-bed unit on the hospital grounds. All patients admitted to the Specialized Habilitative and Rehabilitative Environment (SHARE) program had long histories of institutionalization, and many had been treated with neuroleptic drugs for several years. Most patients now attend day programming, and a few have been able to move on to less restrictive environments. Patients' average neuroleptic dosage has been substantially reduced. This progress has been made in spite of such program-development problems as the need to change staff's long-held perspectives about dual-diagnosis patients, lack of funding, and high staff turnover.",Human-non-RCT-non-drug-intervention
328,23461676,The European journal of neuroscience,Uncovering novel actors in astrocyte-neuron crosstalk in Parkinson's disease: the Wnt/β-catenin signaling cascade as the common final pathway for neuroprotection and self-repair.,"Parkinson's disease (PD) is a common neurodegenerative disorder characterized by progressive loss of dopaminergic (DAergic) neuronal cell bodies in the substantia nigra pars compacta and gliosis. The cause and mechanisms underlying the demise of nigrostriatal DAergic neurons are ill-defined, but interactions between genes and environmental factors are recognized to play a critical role in modulating the vulnerability to PD. Current evidence points to reactive glia as a pivotal factor in PD pathophysiology, playing both protective and destructive roles. Here, the contribution of reactive astrocytes and their ability to modulate DAergic neurodegeneration, neuroprotection and neurorepair in the 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) rodent model of PD will be discussed in the light of novel emerging evidence implicating wingless-type mouse mammary tumor virus integration site (Wnt)/β-catenin signaling as a strong candidate in MPTP-induced nigrostriatal DAergic plasticity. In this work, we highlight an intrinsic Wnt1/frizzled-1/β-catenin tone that critically contributes to the survival and protection of adult midbrain DAergic neurons, with potential implications for drug design or drug action in PD. The dynamic interplay between astrocyte-derived factors and neurogenic signals in MPTP-induced nigrostriatal DAergic neurotoxicity and repair will be summarized, together with recent findings showing a critical role of glia-neural stem/progenitor cell (NPC) interactions aimed at overcoming neurodegeneration and inducing neurorestoration. Understanding the intrinsic plasticity of nigrostriatal DAergic neurons and deciphering the signals facilitating the crosstalk between astrocytes, microglia, DAergic neurons and NPCs may have major implications for the role of stem cell technology in PD, and for identifying potential therapeutic targets to induce endogenous neurorepair.",Animal-other
329,30870669,Social science & medicine (1982),Active coping shields against negative aging self-stereotypes contributing to psychiatric conditions.,"Psychiatric conditions are often falsely considered inherent to aging. We examined whether negative age stereotypes, which older individuals tend to assimilate from the environment across their lifespan, contributed to an increased risk of developing four psychiatric conditions, and, if so, whether this risk was reduced through active coping.	The sample consisted of participants aged 55 years and older, free of the psychiatric conditions at baseline, drawn from the National Health and Resilience in Veterans Study, a nationally representative sample. New cases of posttraumatic stress disorder, suicidal ideation, generalized anxiety disorder, and major depressive disorder were assessed during three waves spanning a four-year period.	As predicted, participants holding more-negative age stereotypes were more likely to develop the psychiatric conditions, and their engagement in active coping reduced the risk of their developing these conditions.	Our findings suggest that prevention and treatment efforts designed to reduce psychiatric conditions in later life may benefit from bolstering active coping as well as positive age stereotypes.",Human-non-RCT-non-drug-intervention
330,1358438,Cancer research,Evidence for the involvement of a potential second tumor suppressor gene on chromosome 17 distinct from p53 in malignant astrocytomas.,"Molecular analysis of malignant astrocytomas demonstrated three distinct groups of tumors with chromosome 17p abnormalities, which include (a) deletion of the p53 locus (17p13.1) and mutations in the remaining allele, (b) deletion of the p53 locus but no detectable mutations in the remaining allele, and (c) deletions not including the p53 locus but mutations in one of the alleles. Furthermore, deletion mapping analysis demonstrated allelic loss of genes distal to D17S28/D17S5 markers (17p13.3) in group C tumors. The loss of heterozygosity of genes on chromosome 17 without detectable mutation (group B) or deletion (group C) in the p53 gene implies the presence of a second tumor suppressor gene in the telomeric region of 17p, the homozygous functional inactivation of which may play a role, either alone or in conjunction with p53, in the initiation and/or progression of astrocytic neoplasms.",Remaining
331,9782544,Scandinavian journal of rehabilitation medicine,Blood redistribution and circulatory responses to submaximal arm exercise in persons with spinal cord injury.,"The purpose of this study was to evaluate responses to submaximal arm exercise (20%, 40%, and 60% of peak power output) using four conditions to support the circulatory redistribution in persons with spinal cord injury (SCI). Five males with tetraplegia (TP) and four males with paraplegia (PR) exercised 1) sitting, 2) supine, and 3) sitting with the addition of a) an anti-gravity suit (anti-G), b) elastic stockings and abdominal binder, and c) functional electrical stimulation of the leg muscles. Compared to sitting, the following significant changes were observed: in the supine position, heart rate (HR) decreased (PR: 104 vs 118 b/min, TP: 76 vs 92 b/min) and stroke volume (SV) increased (PR: 132 vs 116 ml, TP: 96 vs 83 ml). The anti-G suit induced a decrease in heart rate (PR: 104 vs 118 b/min, TP: 87 vs 92 b/min) and a decrease in oxygen uptake (VO2) in PR. Stockings only affected TP, i.e. a decrease in heart rate with 5 b/min and an increase in stroke volume with 13 ml/beat. Functional electrical stimulation produced an increase in VO2 (PR: 1.00 vs 0.95 l/min, TP: 0.68 vs 0.53 l/min) and a rise in stroke volume in TP. Results indicate that the methods employed to support the circulatory redistribution have different working mechanisms and, in addition, that the effects are different for TP and PR probably because of differences in active muscle mass, sympathetic impairment and blood pressure values.",Human-non-RCT-non-drug-intervention
332,20346443,Biological psychiatry,Characterization of a family with rare deletions in CNTNAP5 and DOCK4 suggests novel risk loci for autism and dyslexia.,"Autism spectrum disorders (ASDs) are characterized by social, communication, and behavioral deficits and complex genetic etiology. A recent study of 517 ASD families implicated DOCK4 by single nucleotide polymorphism (SNP) association and a microdeletion in an affected sibling pair.	The DOCK4 microdeletion on 7q31.1 was further characterized in this family using QuantiSNP analysis of 1M SNP array data and reverse transcription polymerase chain reaction. Extended family members were tested by polymerase chain reaction amplification of junction fragments. DOCK4 dosage was measured in additional samples using SNP arrays. Since QuantiSNP analysis identified a novel CNTNAP5 microdeletion in the same affected sibling pair, this gene was sequenced in 143 additional ASD families. Further polymerase chain reaction-restriction fragment length polymorphism analysis included 380 ASD cases and suitable control subjects.	The maternally inherited microdeletion encompassed chr7:110,663,978-111,257,682 and led to a DOCK4-IMMP2L fusion transcript. It was also detected in five extended family members with no ASD. However, six of nine individuals with this microdeletion had poor reading ability, which prompted us to screen 606 other dyslexia cases. This led to the identification of a second DOCK4 microdeletion co-segregating with dyslexia. Assessment of genomic background in the original ASD family detected a paternal 2q14.3 microdeletion disrupting CNTNAP5 that was also transmitted to both affected siblings. Analysis of other ASD cohorts revealed four additional rare missense changes in CNTNAP5. No exonic deletions of DOCK4 or CNTNAP5 were seen in 2091 control subjects.	This study highlights two new risk factors for ASD and dyslexia and demonstrates the importance of performing a high-resolution assessment of genomic background, even after detection of a rare and likely damaging microdeletion using a targeted approach.",Remaining
333,33765634,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,Recovery of Hypoxic Regions in a Rat Model of Microembolism.,"Endovascular treatment (EVT) has become the standard of care for acute ischemic stroke. Despite successful recanalization, a limited subset of patients benefits from the new treatment. Human MRI studies have shown that during removal of the thrombus, a shower of microclots is released from the initial thrombus, possibly causing new ischemic lesions. The aim of the current study is to quantify tissue damage following microembolism.	In a rat model, microembolism was generated by injection of a mixture of polystyrene fluorescent microspheres (15, 25 and 50 µm in diameter). The animals were killed at three time-points: day 1, 3 or 7. AMIRA and IMARIS software was used for 3D reconstruction of brain structure and damage, respectively.	Microembolism induces ischemia, hypoxia and infarction. Infarcted areas persist, but hypoxic regions recover over time suggesting that repair processes in the brain rescue the regions at risk.",Animal-other
334,32716818,Stroke,Decline in Stroke Presentations During COVID-19 Surge.,"We aimed to investigate the acute stroke presentations during the coronavirus disease 2019 (COVID-19) pandemic.	The data were obtained from a health system with 19 emergency departments in northeast Ohio in the United States. Baseline period from January 1 to March 8, 2020, was compared with the COVID period from March 9, to April 2, 2020. The variables included were total daily stroke alerts across the hospital emergency departments, thrombolysis, time to presentation, stroke severity, time from door-to-imaging, time from door-to-needle in thrombolysis, and time from door-to-puncture in thrombectomy. The 2 time periods were compared using nonparametric statistics and Poisson regression.	Nine hundred two stroke alerts during the period across the emergency departments were analyzed. Total daily stroke alerts decreased from median, 10 (interquartile range, 8-13) during baseline period to median, 8 (interquartile range, 4-10, P=0.001) during COVID period. Time to presentation, stroke severity, and time to treatment were unchanged. COVID period was associated with decrease in stroke alerts with rate ratio of 0.70 (95% CI, 0.60-0.28). Thrombolysis also decreased with rate ratio, 0.52 (95% CI, 0.28-0.97) but thrombectomy remained unchanged rate ratio, 0.93 (95% CI, 0.52-1.62) Conclusions: We observed a significant decrease in acute stroke presentations by ≈30% across emergency departments at the time of surge of COVID-19 cases. This observation could be attributed to true decline in stroke incidence or patients not seeking medical attention for emergencies during the pandemic.",Remaining
335,6443185,"Alcohol (Fayetteville, N.Y.)","Opioids, benzodiazepines and intake of ethanol.","Deprived rats were given the opportunity to take water or a sweetened ethanol solution for one hour/day. Across days, intake of the ethanol solution increased. Doses of morphine prior to an opportunity to drink increased avidity for the ethanol solutions, while doses of chlordiazepoxide did not. The opioid antagonist naloxone decreased intake, whereas, the benzodiazepine antagonist Ro 15-1788 failed to do so. These findings confirm that certain opioids can increase ethanol intake, and further specify that, under the same testing regimen, benzodiazepines do not reliably modify rats' propensity to drink a solution containing ethanol",Animal-drug-intervention
336,7200181,Life sciences,Differential effect of environmental temperature on morphine physical dependence and abstinence.,"1) Ambient temperature (Ta) significantly influenced the display of 4 of the 14 naloxone-precipitated withdrawal signs (nesting, flat posture, vocalization, dyspnea) in morphine-dependent, non-hibernating ground squirrels (Citellus lateralis). 2) Analysis of variance performed on the six quantified signs revealed that Ta during withdrawal, but not during the development of physical dependence, was a significant factor in determining the expression of two signs (nesting and vocalization). 3) The interaction between the influence of Ta during the periods of morphine administration and abstinence was a significant factor in determining the expression of nesting behavior, a finding that is consistent with the natural role of nesting as a behavioral thermoregulatory response. 4) We conclude that environmental temperature modulates the expression of selected components of the naloxone-precipitated abstinence syndrome in C. lateralis without exerting a measurable influence on the development of morphine physical dependence itself.",Animal-non-drug-intervention
337,31911024,The International journal on drug policy,New psychoactive substance use as a survival strategy in rural marginalised communities in Hungary.,"New psychoactive substance (NPS) use has become a widespread phenomenon among marginalised communities in Hungary. Since 2010, a growing number of reports in grey literature and anecdotal information among professionals have become available on NPS use among previously unaffected groups, such as people living in rural, socioeconomically deprived communities. In our research, we aimed to explore NPS use among these communities.	We conducted a mixed method research with convergent parallel design. Data collection took place in 2017 in marginalised communities in villages in two regions in Hungary, where 150 questionnaires were recorded and 50 interviews were conducted with current NPS users.	According to the survey results, NPS is very easy to access, synthetic cannabinoid receptor agonist (SCRA) are easily bought in marginalised rural communities (79% found SCRA easy to obtain). Both SCRA and synthetic cathinones are used regularly; 57% of SCRA users and 37% of synthetic cathinone users used the respective substance at least once a week in the past 30 days. Besides NPS, sedative use (without prescription) and alcohol consumption are common among the respondents. 17% of the sample has already injected NPS. The overwhelming majority of the respondents rated regular consumption of NPS as 'very dangerous' (SCRA: 75%, synthetic cathinones 72%). NPS users have limited knowledge of consequences and the social and health treatment options available. Most themes in the interviews are associated with surviving stress, crisis and anxiety, as well as the wish to escape from insecurity and chaotic life. Positive effects of substance use (community, joy, energy) are rarely present.	People who use drugs (PWUD) living in these rural communities face the consequences of the rural risk environment: easy access to NPS, inadequate access to services, poor labour market situation and attributions of marginalised groups, for example disaffiliation. NPS use is not a recreational activity in this population; individuals mainly use NPS to get away from reality, problems, pain, poverty and marginalisation. NPS use is a survival strategy. Effective responses have to address substance use and social integration; we need complex interventions addressing structural factors.",Human-non-RCT-drug-intervention
338,16641864,Pediatric endocrinology reviews : PER,Predictors of bone loss in young women with restrictive eating disorders.,"To evaluate the influence of Body Mass Index, body composition and hormonal factors on bone mass in young women with amenorrhea related to restrictive eating disorders.	Descriptive study of 55 patients with secondary amenorrhea due to restrictive eating disorders and 14 healthy girls used for comparison. Assessment of Bone Mineral Density, Fat Mass and Lean Mass by DEXA and of the serum hormonal profile.	Patients had lower BMI, lower Fat Mass and lower Bone Mass compared to controls; their serum levels of LH, FT(3), DHEAS, Insulin and Leptin were significantly reduced. Low Bone Density, especially in the lumbar region, correlated with concentrations of FT(3), Cortisol, Insulin and Leptin, hormones expressive of metabolic adjustment to malnutrition. Lean Mass was a strong predictor of osteopenia and osteoporosis.	Hormonal nutritional markers, together with soft tissue composition measurements, are viable options for ongoing monitoring of subjects with eating disorders.",Remaining
339,20012471,Journal of gambling studies,The impacts of gaming expansion on economic growth: a theoretical reconsideration.,"This paper employs a general equilibrium framework to analyze the effects on economic growth of global expansions in casino gaming, which exports gambling services largely to non-residents. Both domestic and foreign investments in the gaming sector bring in not only substantial revenues but also positive spillover effects on related sectors and even on the entire local economy. However, an over-expansion of commercial gambling may lead to deterioration in the terms of trade with an adverse impact on real income. If this situation persists, it would not be impossible for immiserizing growth to occur. As a highly profitable sector, casino gaming may enable its operators to diversify out of this risk if they invest retained profits in non-gaming sectors to cash in on the spillover effects it has created. The gaming-dominant economy can then be directed on a more balanced and sustainable growth path, and will become less susceptible to business cycles. Indeed, economic experiences in the world's major casino resorts are consistent basically with this argument for diversification. We believe that after the current global crisis fades away, economic growth and resulting surges in global demand for gambling services can provide further opportunities for the expansion of existing casino resorts and the development of new gaming markets.",Non-systematic-review
340,2743031,British journal of addiction,Treatment at farm place.,"The authors are the original adaptors of the Minnesota experience to the United Kingdom. The history of this method of treatment for addictive illnesses in the U.S.A. and in England is given. Their philosophy of addiction is discussed, as is its practical application to the programme of treatment. The composition of the treatment team, the patient population served, and the manner in which the team addresses addictive disease within the context of the whole family system is discussed. The concept of denial as related not only to patients abuse of their current drug but also the nature of polydrug abuse, is described. Criteria for selection of outpatient versus inpatient treatment are given. There is an outline of the daily treatment regime of the inpatient programme, detoxification procedures, a description of psychological testing, and how physical fitness is integrated into the programme. Also described is the inpatient treatment of non-addicted family members and how treatment of eating disorders is integrated into the programme, designed primarily for substance abusers. The role of the self-help movement is discussed and its relationship with treatment and aftercare is explained.",Human-non-RCT-non-drug-intervention
341,37465679,Frontiers in immunology,Guizhi Fuling capsule relieves memory deficits by inhibition of microglial neuroinflammation through blocking JAK2/STAT3 pathway in presenilin1/2 conditional double knockout mice.,"Chronic neuroinflammation has been regarded as an important part of the pathological initiation of Alzheimer's disease (AD), which is associated with the regulation of microglial activation. Preventing microglial activation to inhibit neuroinflammation may become a potential target for the treatment of neurodegenerative diseases. Guizhi Fuling capsule (GZFL) has a strong repression on inflammatory responses. Here, the presenilin1/2 conditional double knockout (PS cDKO) mice, a well-established mouse model of AD, were divided into: WT mice (WT), WT mice+GZFL (WT+GZFL), PS cDKO mice (cDKO), and PS cDKO mice+GZFL (cDKO+GZFL). Mice in the WT+GZFL and cDKO+GZFL group were fed standard chow containing 2000 ppm GZFL for 90 days. After 60 days of GZFL treatment, mice were given to behavioral tests for 30 days in order to explore the effects of GZFL on cognitive and motor function. Then, mice were sacrificed for examining the effects of GZFL on inflammation. Furthermore, primary microglia were obtained from neonatal Sprague-Dawley rats and pretreated with or without GZFL (50 μg/ml) for 1 h in the absence or presence of lipopolysaccharide (LPS) (100 ng/ml) stimulation to speculate whether the underlying mechanism of GZFL's anti-inflammatory potential was closely associated with Janus kinase 2 (JAK2)/signal transducer and activator of transcription 3 (STAT3) signaling pathway. Our findings indicated that GZFL has the ability to alleviate memory deficits in PS cDKO mice, which attributes to the improvement of neuroinflammation by inhibiting microglial activation and the levels of pro-inflammatory mediators. In addition, GZFL could inverse the tau hyperphosphorylation and the lessened expression of synaptic proteins in hippocampus of PS cDKO mice. Furthermore, GZFL prevented LPS-induced neuroinflammatory responses in primary microglia by decreasing the levels of pro-inflammatory mediators. It is noteworthy that therapeutic effects of GZFL on memory impairment are depended on the inhibition of neuroinflammatory responses by the blockage of JAK2/STAT3 signaling pathway. Taken together, GZFL may be an effective compound Chinese medicine for the improvement and postponement of neurodegenerative progression in AD.",Animal-drug-intervention
