idx,pmid,journal_name,title,abstract,accepted_label,multi_label,binary_label
384,rayyan-1277758179,Seizure,Mindfulness-based cognitive therapy for sexuality (MBCT-S) improves sexual functioning and intimacy among older women with epilepsy: A multicenter randomized controlled trial,"PURPOSE: Women with epilepsy (WWE) frequently experience sexual problems, including sexual dysfunction and sexual distress. Therefore, this study aimed to examine the efficacy of a mindfulness-based cognitive therapy for sexuality (MBCT-S) on sexual function and intimacy among older adult WWE in Iran. METHODS: A multicenter randomized controlled trial was conducted at 15 neurology clinics in three Iranian cities. WWE together with their partners and healthcare providers were randomly assigned in patient and partner (PP; n = 220), patient, partner, and healthcare provider (PPHP; n = 220), or treatment as usual (TAU; n = 220) group. WWE and their partners in both the PP and PPHP groups received eight weeks of MBCT-S sessions. In the PPHP group, three individual sessions on sexual counseling were added for healthcare providers. Self-assessment scales were used at baseline, one month and six months after completing the intervention. Mixed linear regression models were developed to determine differences among the three groups. Multilevel mediation analyses were conducted to understand the mediating effects of mindfulness, intimacy, patient-physicians relationship and sexual counseling barriers. RESULTS: Improvements in sexual function, sexual distress, and intimacy were found in both the PP and PPHP groups at one-month and six-month follow-ups. The PPHP group compared with the PP group had greater improvement in intimacy at both follow-ups. Regarding sexual function, the PPHP group performed better than the PP group at the six-month follow-up. CONCLUSIONS: The MBCT-S appears efficacious in enhancing sexual function and reducing sex-related distress in Iranian older adult WWE. Future studies should examine its efficacy in other populations.",Human-RCT-non-drug-intervention,9,0
385,rayyan-1277755951,J Clin Psychiatry,The effect of electroconvulsive therapy on neurocognitive function in treatment-resistant bipolar disorder depression,"OBJECTIVE: To compare the effects of right unilateral (RUL) electroconvulsive therapy (ECT) and algorithm-based pharmacologic treatment (APT) on neurocognitive function in treatment-resistant bipolar disorder depression. METHOD: Inpatients with DSM-IV-TR-diagnosed, treatment-resistant bipolar depression, who were acutely admitted to 1 of the 7 clinical study centers in Norway, were recruited from May 2008 to April 2011 into a prospective, randomized controlled, 6-week acute treatment trial. General neurocognitive function was assessed with the MATRICS Consensus Cognitive Battery (MCCB), and retrograde memory for autobiographical events was assessed with the Autobiographical Memory Interview-Short Form (AMI-SF) before and shortly after (mean = 23.5 days) a trial with either RUL brief-pulse ECT (mean dose = 233.3 mC) or APT. RESULTS: Seventy-three patients entered, and 39 (nECT = 19, nAPT = 20) completed. Both groups showed improvements in all MCCB domain scores, with no significant differences between the study groups (no interaction effect: F₁,₃₇ = 1.52, P = NS). Improvements in neurocognitive performance were significantly correlated with reductions in depression ratings posttreatment. The AMI-SF score was significantly lower (based on consistent answers from pre- to posttreatment) in the ECT group (72.9%) than in the APT group (80.8%, P = .025), indicating reduced consistency in autobiographical memory after ECT. CONCLUSIONS: General neurocognitive function was unaffected by RUL brief-pulse ECT treatment and positively related to improved mood in bipolar depression. Autobiographical memory consistency was reduced in patients treated with ECT. The results suggest that ECT can be used in treatment-resistant bipolar depression without compromising general neurocognitive function. The clinical relevance of reduced autobiographical memory consistency in the ECT group requires further investigation. TRIAL REGISTRATION: ClinicalTrials.gov identifier: NCT00664976.",Human-RCT-non-drug-intervention,9,0
386,21506146,Movement disorders : official journal of the Movement Disorder Society,Modulation of dysarthropneumophonia by low-frequency STN DBS in advanced Parkinson's disease.,"Parkinsonian dysarthria (as typically characterized by hypophonia, monotony of pitch, and rhythm abnormalities) is often accompanied by gait disturbances. The long-term effect of subthalamic nucleus deep brain stimulation (STN DBS) on dysarthria remains unclear.	Given STN DBS's known improvement of gait disorders, we analyzed speech intelligibility and aerodynamic and acoustic parameters in 11 advanced PD patients in three double-blind, randomized conditions: 'defined Off,' 60 Hz STN DBS and 130 Hz STN DBS.	An improvement in aerodynamic speech parameters during 60 Hz STN DBS was accompanied by significant clinical benefit.	Chronic treatment with low-frequency STN DBS may have a beneficial impact on dysarthropneumophonia, even in advanced PD patients.",Human-RCT-non-drug-intervention,9,0
387,29792052,The American journal of psychiatry,Randomized Clinical Trial of Computerized and Clinician-Delivered CBT in Comparison With Standard Outpatient Treatment for Substance Use Disorders: Primary Within-Treatment and Follow-Up Outcomes.,"Previous trials have demonstrated the efficacy and durability of computer-based cognitive-behavioral therapy (CBT4CBT) as an add-on to standard outpatient care in a range of treatment-seeking populations. In this study, the authors evaluated the efficacy and safety of CBT4CBT as a virtual stand-alone treatment, delivered with minimal clinical monitoring, and clinician-delivered cognitive-behavioral therapy (CBT) compared with treatment as usual in a heterogeneous sample of treatment-seeking outpatients with substance use disorders.	This was a randomized clinical trial in which 137 individuals who met DSM-IV-TR criteria for current substance abuse or dependence were randomly assigned to receive treatment as usual, weekly individual CBT, or CBT4CBT with brief weekly monitoring.	Rates of treatment exposure differed by group, with the best retention in the CBT4CBT group and the poorest in the individual CBT group. Participants who received CBT or CBT4CBT reduced their frequency of substance use significantly more than those who received treatment as usual. Six-month follow-up outcomes indicated continuing benefit of CBT4CBT (plus monitoring) over treatment as usual, but not for clinician-delivered CBT over treatment as usual. Analysis of secondary outcomes indicated that participants in the CBT4CBT group demonstrated the best learning of cognitive and behavioral concepts, as well as the highest satisfaction with treatment.	This first trial of computerized CBT as a virtual stand-alone intervention delivered in a clinical setting to a diverse sample of patients with current substance use disorders indicated that it was safe, effective, and durable relative to standard treatment approaches and was well-liked by participants. Clinician-delivered individual CBT, while efficacious within the treatment period, was unexpectedly associated with a higher dropout rate and lower effects at follow-up.",Human-RCT-non-drug-intervention,9,0
388,17516492,Movement disorders : official journal of the Movement Disorder Society,Bright light therapy in Parkinson's disease: a pilot study.,"Several observations suggest a beneficial effect of melatonin antagonism for Parkinson's disease (PD). Although bright light therapy (BLT) suppresses melatonin release and is an established treatment for depression and sleep disturbances, it has not been evaluated in PD. We examined effects of BLT on motor symptoms, depression, and sleep in PD in a randomized placebo-controlled double-blind study in 36 PD patients, using Parkinson's Disease Rating Scale (UPDRS) I-IV, Beck's Depression Inventory, and Epworth Sleepiness Scale. All patients received BLT for 15 days in the morning, 30 min daily. Illuminance was 7.500 lux in the active treatment group and 950 lux in the placebo group. Although group differences were small, BLT led to significant improvement of tremor, UPDRS I, II, and IV, and depression in the active treatment group but not in the placebo group. It was very well tolerated. Follow up studies in more advanced patient populations employing longer treatment durations are warranted.",Human-RCT-non-drug-intervention,9,0
389,rayyan-1277755770,J Head Trauma Rehabil,Comparison of cognitive behavioral therapy and supportive psychotherapy for the treatment of depression following traumatic brain injury: a randomized controlled trial,"OBJECTIVE: To determine the efficacy of 2 different interventions (cognitive behavioral therapy [CBT] and supportive psychotherapy [SPT]) to treat post-traumatic brain injury (TBI) depression. PARTICIPANTS: A sample of 77 community-dwelling individuals with a TBI, and a diagnosis of depression. Participants were randomized into treatment conditions either CBT or SPT and received up to 16 sessions of individual psychotherapy. MEASURES: Participants completed the Structured Clinical Interview for DSM-IV and self-report measures of depression (Beck Depression Inventory-Second Edition), anxiety (State-Trait Anxiety Inventory), perceived social support (Interpersonal Support Evaluation List), stressful life events (Life Experiences Survey), and quality of life (QOL) before beginning and immediately following treatment. RESULTS: No significant differences were found at baseline between CBT and SPT groups on demographic factors (sex, age, education, race, and time since injury) or baseline measures of depression, anxiety, participation, perceived social support, stressful life events, or QOL. Analyses of variance revealed significant time effects for the Beck Depression Inventory-Second Edition, State-Trait Anxiety Inventory, and QOL outcome measures but no group effects. Intention-to-treat mixed effects analyses did not find any significant difference in patterns of scores of the outcome measures between the CBT and SPT intervention groups. CONCLUSIONS: Both forms of psychotherapy were efficacious in improving diagnoses of depression and anxiety and reducing depressive symptoms. These findings suggest that in this sample of individuals with TBI, CBT was not more effective in treating depression than SPT, though further research is needed with larger sample sizes to identify different components of these interventions that may be effective with different TBI populations. ClinicalTrials.gov Identifier: NCT00211835.",Human-RCT-non-drug-intervention,9,0
390,22440072,Behavior therapy,Mindfulness-based cognitive therapy improves emotional reactivity to social stress: results from a randomized controlled trial.,"The high likelihood of recurrence in depression is linked to a progressive increase in emotional reactivity to stress (stress sensitization). Mindfulness-based therapies teach mindfulness skills designed to decrease emotional reactivity in the face of negative affect-producing stressors. The primary aim of the current study was to assess whether Mindfulness-Based Cognitive Therapy (MBCT) is efficacious in reducing emotional reactivity to social evaluative threat in a clinical sample with recurrent depression. A secondary aim was to assess whether improvement in emotional reactivity mediates improvements in depressive symptoms. Fifty-two individuals with partially remitted depression were randomized into an 8-week MBCT course or a waitlist control condition. All participants underwent the Trier Social Stress Test (TSST) before and after the 8-week trial period. Emotional reactivity to stress was assessed with the Spielberger State Anxiety Inventory at several time points before, during, and after the stressor. MBCT was associated with decreased emotional reactivity to social stress, specifically during the recovery (post-stressor) phase of the TSST. Waitlist controls showed an increase in anticipatory (pre-stressor) anxiety that was absent in the MBCT group. Improvements in emotional reactivity partially mediated improvements in depressive symptoms. Limitations include small sample size, lack of objective or treatment adherence measures, and non-generalizability to more severely depressed populations. Given that emotional reactivity to stress is an important psychopathological process underlying the chronic and recurrent nature of depression, these findings suggest that mindfulness skills are important in adaptive emotion regulation when coping with stress.",Human-RCT-non-drug-intervention,9,0
391,27062417,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,Effect of Modified Constraint-Induced Movement Therapy Combined with Auditory Feedback for Trunk Control on Upper Extremity in Subacute Stroke Patients with Moderate Impairment: Randomized Controlled Pilot Trial.,"The trunk compensatory strategy can impede the longer term functional recovery of the upper extremity (UE). The objective of this study is to investigate the effects of modified constraint-induced movement therapy (mCIMT) combined with auditory feedback for trunk control on UE function and activities of daily living among subacute stroke patients with moderate impairment.	Twenty participants with hemiparesis were randomly assigned to either the mCIMT combined with auditory feedback group (n = 10) or the control group (n = 10). The mCIMT combined with auditory feedback group received the mCIMT protocol training at the same time as the auditory feedback for control of the compensatory movement of the trunk. The control group only received the mCIMT protocol. Each group underwent 20 (1 hour/day) intervention sessions (5 days/week for 4 weeks).	The mCIMT combined with auditory feedback group exhibited greater changes in the Action Research Arm Test (P = .027; 95% CI .429-6.171), Fugl-Meyer Assessment upper extremity (P = .034; 95% CI .360-8.039), modified Barthel Index (P = .003; 95% CI 3.465-14.536), and amount of use of motor activity log (P = .009; 95% CI .078-.476) compared to the control group. There were no significant differences in the quality of movement (P = .054, 95% CI -.005 to .457) and modified Ashworth Scale (P = .288; 95% CI -.583 to .183) grades between the 2 groups.	These findings suggest that mCIMT combined with auditory feedback for trunk control is more helpful in improving the UE function than mCIMT alone in subacute stroke patients with moderate impairment.",Human-RCT-non-drug-intervention,9,0
392,rayyan-1277752776,Am J Psychiatry,"A randomized, controlled trial of cognitive behavioral social skills training for middle-aged and older outpatients with chronic schizophrenia","OBJECTIVE: The number of older patients with chronic schizophrenia is increasing. There is a need for empirically validated psychotherapy interventions for these patients. Cognitive behavioral social skills training teaches cognitive and behavioral coping techniques, social functioning skills, problem solving, and compensatory aids for neurocognitive impairments. The authors compared treatment as usual with the combination of treatment as usual plus cognitive behavioral social skills training. METHOD: The randomized, controlled trial included 76 middle-aged and older outpatients with chronic schizophrenia, who were assigned to either treatment as usual or combined treatment. Cognitive behavioral social skills training was administered over 24 weekly group sessions. Blind raters assessed social functioning, psychotic and depressive symptoms, cognitive insight, and skill mastery. RESULTS: After treatment, the patients receiving combined treatment performed social functioning activities significantly more frequently than the patients in treatment as usual, although general skill at social functioning activities did not differ significantly. Patients receiving cognitive behavioral social skills training achieved significantly greater cognitive insight, indicating more objectivity in reappraising psychotic symptoms, and demonstrated greater skill mastery. The overall group effect was not significant for symptoms, but the greater increase in cognitive insight with combined treatment was significantly correlated with greater reduction in positive symptoms. CONCLUSIONS: With cognitive behavioral social skills training, middle-aged and older outpatients with chronic schizophrenia learned coping skills, evaluated anomalous experiences with more objectivity (achieved greater cognitive insight), and improved social functioning. Additional research is needed to determine whether cognitive insight mediates psychotic symptom change in cognitive behavior therapy for psychosis.",Human-RCT-non-drug-intervention,9,0
393,rayyan-1277755864,Brain Stimul,"A double-blind, randomized trial of deep repetitive transcranial magnetic stimulation (rTMS) for autism spectrum disorder","BACKGROUND: Biomedical treatment options for autism spectrum disorder (ASD) are extremely limited. Repetitive transcranial magnetic stimulation (rTMS) is a safe and efficacious technique when targeting specific areas of cortical dysfunction in major depressive disorder, and a similar approach could yield therapeutic benefits in ASD, if applied to relevant cortical regions. OBJECTIVE: The aim of this study was to examine whether deep rTMS to bilateral dorsomedial prefrontal cortex improves social relating in ASD. METHODS: 28 adults diagnosed with either autistic disorder (high-functioning) or Asperger's disorder completed a prospective, double-blind, randomized, placebo-controlled design with 2 weeks of daily weekday treatment. This involved deep rTMS to bilateral dorsomedial prefrontal cortex (5 Hz, 10-s train duration, 20-s inter-train interval) for 15 min (1500 pulses per session) using a HAUT-Coil. The sham rTMS coil was encased in the same helmet of the active deep rTMS coil, but no effective field was delivered into the brain. Assessments were conducted before, after, and one month following treatment. RESULTS: Participants in the active condition showed a near significant reduction in self-reported social relating symptoms from pre-treatment to one month follow-up, and a significant reduction in social relating symptoms (relative to sham participants) for both post-treatment assessments. Those in the active condition also showed a reduction in self-oriented anxiety during difficult and emotional social situations from pre-treatment to one month follow-up. There were no changes for those in the sham condition. CONCLUSION: Deep rTMS to bilateral dorsomedial prefrontal cortex yielded a reduction in social relating impairment and socially-related anxiety. Further research in this area should employ extended rTMS protocols that approximate those used in depression in an attempt to replicate and amplify the clinical response.",Human-RCT-non-drug-intervention,9,0
394,30071830,BMC pediatrics,"SPORTS STARS study protocol: a randomised, controlled trial of the effectiveness of a physiotherapist-led modified sport intervention for ambulant school-aged children with cerebral palsy.","Modified sport interventions run by physiotherapists have shown potential as cost-effective, engaging, and effective interventions to improve gross motor skills and support transition to real-world sports participation for children with cerebral palsy. At present, this population demonstrates decreased participation in physical activities and sport compared to peers due to barriers ranging from body function to accessibility challenges. Sport provides culturally relevant opportunities for social integration, community participation and physical activity and has been shown to improve the fitness, self-esteem, confidence and quality of life of children with disabilities. The Sports Stars physiotherapy group has been designed to support the development of a range of fundamental movement and sports skills through activity skill practice and participation in modified popular Australian sports.	This randomised, waitlist controlled, assessor blinded, superiority trial with two parallel groups will aim to compare the effectiveness of Sports Stars to standard care across all ICF domains. Children in the Sports Stars group are expected to demonstrate greater improvement in their individually-selected, sports related goals measured by the Canadian Occupational Performance Measure. This study will aim to assess sixty ambulant children aged six to 12 years with a diagnosis of cerebral palsy. Children will be excluded if they have had recent Botox or neurological/orthopaedic surgery. The Sports Stars intervention includes eight, one-hour, weekly physiotherapy group sessions with four to six participants and one lead physiotherapist. Outcome measures will be collected pre, post and 12 weeks post the immediate Sports Stars group to assess change immediately after, and at follow up time points.	This will be the first study of its kind to investigate a culturally relevant sports-focussed fundamental movement skills physiotherapy group for ambulant children with cerebral palsy. The findings will add to a growing pool of evidence supporting group physiotherapy for children with cerebral palsy and the Sports Stars group will provide an avenue for children to transition from individual physiotherapy to mainstream and modified recreational and competitive sports.	Australian New Zealand Clinical Trials Registry: ACTRN12617000313336 Registered 28, February 2017. WHO Universal Trial Number: U1111-1189-3355 Registered 1, November 2016.",Human-RCT-non-drug-intervention,9,0
395,rayyan-1277752861,Int J Geriatr Psychiatry,Cognitive intervention for community-dwelling older persons with memory problems: telemedicine versus face-to-face treatment,"BACKGROUND: Memory complaints and decline in cognitive function are common in the elderly. Cognitive intervention has been shown to be beneficial in Alzheimer's disease (AD). However, few community-based cognitive intervention programs are available in Hong Kong. The aim of this project is to examine and compare the feasibility, acceptability, and clinical outcome of a cognitive intervention program for older patients with mild cognitive impairment and mild dementia using telemedicine versus a conventional face-to-face method. METHODS: Community-dwelling older subjects with mild dementia or mild cognitive impairments were recruited from a community center. A total of 12 sessions of assessment and cognitive intervention were conducted via videoconferencing or by face-to-face method. Assessment included: Cantonese version of Mini Mental State Examination (C-MMSE), Cantonese version of Rivermead Behavioural Memory test (C-RBMT) and Hierarchic Dementia Scale (HDS). RESULTS: Twenty-two clients were recruited. There was significant and comparable cognitive improvement in clients in both treatment arms. The videoconference arm was highly accepted by the clients and the community center. Overall compliance rate of participants was above 95%. CONCLUSIONS: Telemedicine was a feasible, effective and acceptable means in providing cognitive assessment and intervention to older persons with mild cognitive deficits. Promoting such a program to other community settings would further enhance the accessibility of dementia service to the community.",Human-RCT-non-drug-intervention,9,0
396,rayyan-1277751843,J Consult Clin Psychol,Efficacy of a cognitive-behavioral treatment for generalized anxiety disorder: evaluation in a controlled clinical trial,"Recent advances in the understanding of worry have led to the development of treatments for generalized anxiety disorder (GAD). The present study tested a GAD treatment that targeted intolerance of uncertainty, erroneous beliefs about worry, poor problem orientation, and cognitive avoidance. Twenty-six primary GAD patients were randomly allocated to a treatment condition (n = 14) or a delayed treatment control condition (n = 12). Self-report, clinician, and significant other ratings assessed GAD and associated symptoms. The results show that the treatment led to statistically and clinically significant change at posttest and that gains were maintained at 6- and 12-month follow-ups. Furthermore, 20 of 26 participants (77%) no longer met GAD diagnostic criteria following treatment. With regard to the treatment's underlying model, the results show that intolerance of uncertainty significantly decreased over treatment and that gains were maintained at both follow-ups. Although nonspecific factors were not significant predictors of treatment outcome, their role in the treatment of GAD requires further investigation.",Human-RCT-non-drug-intervention,9,0
397,23011423,Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova,[Efficacy of reflexology in the combination with neuroprotective treatment in hemiparetic form of children cerebral palsy].,"Sixty patients with the diagnosis of cerebral palsy with hemiparesis at the age from 2 to 7 years were treated. All 60 patients had conventional treatment including massage and exercise therapy. Patients were divided into 2 randomized groups. The patients of the first group were given 3 sets of microcurrent reflexology sessions and 2 courses of treatment with cortexin. Patients of the second group were given reflexology treatments only. The microcurrent reflexology treatment included 15 sessions using the apparatus MAKS. Cortexin was introduced intramuscularly in dosage 10 mg. The bottle content was diluted in 2 ml of 0.5% novocaine. The treatment included 10 injections. This treatment showed the beneficial effects: 29 patients of the first group (97%) and 27 patients of the second group (90%) developed some ambulation skills. The progress in complicated manipulative activity of paralyzed upper extremities under microcurrent reflexology with cortexin was 2.2 times more visible in patients of the first group compared to the second one (11 patients (37%) versus 5 patients (17%), respectively). Positive changes in the encephalon functional status according to electroencephalography results were found in 21 patients (71%) of the first group and in 16 patients (53%) of the second group.",Human-RCT-non-drug-intervention,9,0
398,15065953,Journal of consulting and clinical psychology,Traditional versus integrative behavioral couple therapy for significantly and chronically distressed married couples.,"A randomized clinical trial compared the effects of traditional behavioral couple therapy (TBCT) and integrative behavioral couple therapy (IBCT) on 134 seriously and chronically distressed married couples, stratified into moderately and severely distressed groups. Couples in IBCT made steady improvements in satisfaction throughout the course of treatment, whereas TBCT couples improved more quickly than IBCT couples early in treatment but then, in contrast to the IBCT group, plateaued later in treatment. Both treatments produced similar levels of clinically significant improvement by the end of treatment (71% of IBCT couples and 59% of TBCT couples were reliably improved or recovered on the Dyadic Adjustment Scale; G. B. Spanier, 1976). Measures of communication also showed improvement for both groups. Measures of individual functioning improved as marital satisfaction improved.",Human-RCT-non-drug-intervention,9,0
399,32940823,Journal of autism and developmental disorders,"Effects of an Inclusive Physical Activity Program on the Motor Skills, Social Skills and Attitudes of Students with and without Autism Spectrum Disorder.","This study investigated the effects of an inclusive physical activity (IPA) program on the motor and social skills and attitudes of students with and without autism spectrum disorder (ASD). The study sample consisted of 45 ASD and typical development (TD) students aged between 6 and 11 years. The students were randomly divided into two groups: a training group consisting of 27 students (n = 13 with ASD and n = 14 with TD) and a control group consisting of 18 students (n = 9 with ASD and n = 9 with TD). In conclusion, the IPA program increased the motor and social skills of the ASD students and improved the motor skills of the TD students and positively affected their attitudes towards the ASD students.",Human-RCT-non-drug-intervention,9,0
400,rayyan-1277750218,Am J Occup Ther,Comparison of two occupational therapy approaches for treating the young cerebral-palsied child,"This pilot study compared the results of facilitation and functional treatment approaches on the overall development of 12 cerebral-palsied children aged 1 to 5 years. The Denver Developmental Screening Test and the Bayley Motor Scale were used to evaluate the subjects. Pairs of children with similar developmental ages were identified and randomly assigned to the two treatment programs. Posttests and subsequent statistical analyses indicated that the group of children receiving the facilitation treatment approach showed significant improvement then did the group receiving the functional treatment approach in computed developmental age. Results suggest that comparative and evaluative studies should be continued on these approaches, as well as on other areas of clinical practice, to validate the effectiveness of occupational therapy treatment.",Human-RCT-non-drug-intervention,9,0
401,19389420,Preventive medicine,Delivering prevention for alcohol and cannabis using the Internet: a cluster randomised controlled trial.,"To establish the efficacy of an internet based prevention program to reduce alcohol and cannabis use in adolescents.	A cluster randomised controlled trial was conducted with 764 13-year olds from ten Australian secondary schools in 2007-2008. Half the schools were randomly allocated to the computerised prevention program (n=397), and half to their usual health classes (n=367). The Climate Schools: Alcohol and Cannabis prevention course is facilitated by the internet and consists of novel, evidence-based, curriculum consistent lessons aimed at reducing alcohol and cannabis use. Participants were assessed at baseline, immediately post, and at six months following the intervention.	Compared to the control group, students in the intervention group showed significant improvements in alcohol and cannabis knowledge at the end of the course and the six month follow-up. In addition, the intervention group showed a reduction in average weekly alcohol consumption and frequency of cannabis use at the six month follow-up. No differences between groups were found on alcohol expectancies, cannabis attitudes, or alcohol and cannabis related harms.	The course is acceptable, scalable and fidelity is assured. It increased knowledge regarding alcohol and cannabis, and decreased use of these drugs.",Human-RCT-non-drug-intervention,9,0
402,rayyan-1277750770,Am J Psychiatry,Predicting feasibility of day treatment for unselected patients referred for inpatient psychiatric treatment: results of a randomized trial,"OBJECTIVE: Because previous studies of day treatment as an alternative to inpatient treatment had major disadvantages or methodological shortcomings, the authors conducted a randomized controlled trial to estimate and predict the extent to which day treatment is feasible for unselected patients referred for inpatient treatment. METHOD: Of 160 patients, 57 were randomly assigned to the control condition and 103 were assigned to the experimental condition. Control patients received standard clinical care. In the experimental condition, day treatment was attempted as soon as the patient's condition permitted. The average number of nights per week that experimental patients spent away from the hospital was compared to the average number of nights away for patients under standard care. RESULTS: Day treatment was satisfactory for 40% of the experimental patients but was completely infeasible for another 40%. The level of surveillance needed in the first week, physical illness, number of previous admissions, depressive symptoms, and treatment by qualified psychiatrists versus registrars were variables predictive of these differences. CONCLUSIONS: In this unselected group of patients, no absolute contraindications against day treatment were found. This suggests that the selection criteria applied in nearly all other controlled studies on the subject were unwarranted. The approach used in this study facilitated treatment in the least restrictive environment possible.",Human-RCT-non-drug-intervention,9,0
403,26460571,Journal of consulting and clinical psychology,Mandated college students' response to sequentially administered alcohol interventions in a randomized clinical trial using stepped care.,"Students referred to school administration for alcohol policies violations currently receive a wide variety of interventions. This study examined predictors of response to 2 interventions delivered to mandated college students (N = 598) using a stepped care approach incorporating a peer-delivered 15-min brief advice (BA) session (Step 1) and a 60- to 90-min brief motivational intervention (BMI) delivered by trained interventionists (Step 2).	Analyses were completed in 2 stages. First, 3 types of variables (screening variables, alcohol-related cognitions, mandated student profile) were examined in a logistic regression model as putative predictors of lower risk drinking (defined as 3 or fewer heavy episodic drinking [HED] episodes and/or 4 or fewer alcohol-related consequences in the past month) 6 weeks following the BA session. Second, we used generalized estimating equations to examine putative moderators of BMI effects on HED and peak blood alcohol content compared with assessment only (AO) control over the 3-, 6-, and 9-month follow-ups.	Participants reporting lower scores on the Alcohol Use Disorders Identification Test, more benefits to changing alcohol use, and those who fit the 'Bad Incident' profile at baseline were more likely to report lower risk drinking 6 weeks after the BA session. Moderation analyses revealed that Bad Incident students who received the BMI reported more HED at 9-month follow-up than those who received AO.	Current alcohol use as well as personal reaction to the referral event may have clinical utility in identifying which mandated students benefit from treatments of varying content and intensity.",Human-RCT-non-drug-intervention,9,0
404,rayyan-1277755950,World J Biol Psychiatry,In a randomized case-control trial with 10-years olds suffering from attention deficit/hyperactivity disorder (ADHD) sleep and psychological functioning improved during a 12-week sleep-training program,"OBJECTIVES: We tested the hypothesis that sleep training would improve emotional, social and behavioural functioning in children with attention-deficit/hyperactivity disorder (ADHD) compared to children with ADHD without such intervention and to healthy controls. METHODS: Forty children with ADHD were randomly assigned to intervention and control conditions. Parents of 20 children with ADHD were instructed and thoroughly supervised in improving their children's sleep schedules and sleep behaviour. Parents of the other 20 children with ADHD and parents of 20 healthy children received general information about sleep hygiene. At baseline and 12 weeks later, parents and children completed questionnaires related to children's sleep and psychological functioning. RESULTS: Relative to the control groups, children in the intervention group improved sleep quantitatively and qualitatively (F values < 3.33, P values < 0.05). The intervention group children reported improvements in mood, emotions, and relationships (F values < 2.99, P values < 0.05). Parents reported that their children improved in physical and psychological wellbeing, mood, emotions, relationships, and social acceptance (F values < 3.02, P values < 0.05). CONCLUSIONS: Training and monitoring parents of children with ADHD in regulating and supervising children's sleep schedules leads to positive changes in the emotions, behaviour and social lives of these children.",Human-RCT-non-drug-intervention,9,0
405,31443692,BMC neurology,Remote ischemic conditioning improves cognition in patients with subcortical ischemic vascular dementia.,"Subcortical ischemic vascular dementia (SIVD) is very common among the older people, but has no approved treatment. Preclinical trials show that remote ischemic conditioning (RIC) reduces recurrence of ischemic stroke. We hypothesize that RIC may also be an effective therapy for patients with SIVD.	Thirty-seven consecutive SIVD cases were enrolled in this randomized control study. Eighteen RIC patients underwent five brief cycles of conditioning (bilateral upper limb compression at 200 mmHg) followed by reperfusion twice daily over 6 consecutive months. Nineteen control patients underwent the same process, but at a pressure of 60 mmHg which caused no restriction on the blood flow of the upper limb. The primary outcome measures were changes in neuropsychological assessments. The secondary outcomes included the changes in high-sensitive C-reactive protein (hs-CRP) concentration, white matter lesion volume (WMLV), diffusion tension imaging (DTI) metrics of white matter. All data were collected at baseline and follow-up.	A significant treatment difference favoring RIC at 6 months was observed on performance of Hopkins Verbal Learning Test-Revised (HVLT-R), Controlled Oral Word Association Test (COWAT), Trail Making Test A and B (TMT-A & TMT-B), and Judgment of Line Orientation (JLO) (p < 0.05). The control group did not show much improvement after the treatment, and only with a slight change in HVLT-R and TMT-R (p < 0.05). Covariance analysis of efficacy between the two groups suggested that RIC patients performed better on JLO than control patients at the 6-month follow-up (RIC 23.10 vs. control 18.56; p = 0.013). Although DTI metrics were comparable, Hs-CRP levels and WMLV in RIC patients showed a declining trend.	Over the 6-month treatment period, we found that RIC was safe and effective for improving cognitive function in SIVD patients.	Clinical Trial Registration (http://www.clinicaltrials.gov), Unique identifier: NCT03022149; Retrospectively registered; Date of registration: January 16, 2017.",Human-RCT-non-drug-intervention,9,0
406,rayyan-1277758224,Epilepsy Behav,Neurofeedback impacts cognition and quality of life in pediatric focal epilepsy: An exploratory randomized double-blinded sham-controlled trial,"OBJECTIVE: Children with epilepsy experience cognitive deficits and well-being issues that have detrimental effects on their development. Pharmacotherapy is the standard of care in epilepsy; however, few interventions exist to promote cognitive development and to mitigate disease burden. We aimed to examine the impact of two different modalities of neurofeedback (NFB) on cognitive functioning and quality-of-life (QOL) measurements in children and adolescents with controlled focal epilepsy. The study also explored the effects of NFB on clinical outcomes and electroencephalography (EEG) quantitative analysis. METHODS: Participants (n = 44) with controlled focal epilepsy were randomized to one of three arms: sensorimotor rhythm (SMR) NFB (n = 15), slow cortical potentials (SCP) NFB (n = 16), or sham NFB (n = 13). All participants received 25 sessions of intervention. The attention switching task (AST), Liverpool Seizure Severity Scale (LSSS), seizure frequency (SF), EEG power spectrum, and coherence were measured at baseline, postintervention, and at 3-month follow-up. RESULTS: In children and adolescents with controlled focal epilepsy, SMR training significantly reduced reaction time in the AST (p = 0.006), and this was correlated with the difference of change for theta power on EEG (p = 0.03); only the SMR group showed a significant decrease in beta coherence (p = 0.03). All groups exhibited improvement in QOL (p = <0.05). CONCLUSIONS: This study provides the first data on two NFB modalities (SMR and SCP) including cognitive, neurophysiological, and clinical outcomes in pediatric epilepsy. Sensorimotor rhythm NFB improved cognitive functioning, while all the interventions showed improvements in QOL, demonstrating a powerful placebo effect in the sham group.",Human-RCT-non-drug-intervention,9,0
