idx,pmid,journal_name,title,abstract,keywords,accepted_label,multi_label,binary_label,animal_label
1079,22898296,Neurochemistry international,Naringenin ameliorates Alzheimer's disease (AD)-type neurodegeneration with cognitive impairment (AD-TNDCI) caused by the intracerebroventricular-streptozotocin in rat model,"Oxidative stress is involved in Alzheimer's disease (AD)-type neurodegeneration with cognitive impairment (AD-TNDCI) as well as age related cognitive deficit. The present study was designed to investigate the pre-treatment effects of naringenin (NAR), a polyphenolic compound on cognitive dysfunction, oxidative stress in the hippocampus, and hippocampal neuron injury in a rat model of AD-TNDCI. The rats were pre-treated with NAR at a selective dose (50mg/kg, orally) for 2 weeks followed by intracerebroventricular-streptozotocin (ICV-STZ) (3mg/kg; 5μl per site) injection bilaterally. Behavioral alterations were monitored after 2 weeks from the lesion using passive avoidance test and Morris water maze paradigm. Three weeks after the lesion, the rats were sacrificed for measuring non-enzymatic [4-hydroxynonenal (4-HNE), malonaldehyde (MDA), thiobarbituric reactive substances (TBARS), hydrogen peroxide (H(2)O(2)), protein carbonyl (PC), reduced glutathione (GSH)] content and enzymatic [glutathione peroxidase (GPx), glutathione reductase (GR), glutathione-S-transferase (GST), superoxide dismutase (SOD), catalase (CAT) and Na(+)/K(+)-ATPase] activity in the hippocampus, and expression of choline acetyltransferase (ChAT) positive neuron, and histopathology of hippocampal neurons. The non-enzymatic level and enzymatic activity was significantly increased and decreased, respectively, with striking impairments in spatial learning and memory, loss of ChAT positive neuron and severe damage to hippocampal neurons in the rat induced by ICV-STZ. These abnormalities were significantly improved by NAR pre-treatment. The study suggests that NAR can protect against cognitive deficits, neuronal injury and oxidative stress induced by ICV-STZ, and may be used as a potential agent in treatment of neurodegenerative diseases such as AD-TNDCI.",,Animal-drug-intervention,6,1,1
1080,16894184,The Journal of general virology,A humanized murine monoclonal antibody protects mice either before or after challenge with virulent Venezuelan equine encephalomyelitis virus.,"A humanized monoclonal antibody (mAb) has been developed and its potential to protect from or cure a Venezuelan equine encephalomyelitis virus (VEEV) infection was evaluated. The VEEV-neutralizing, protective murine mAb 3B4C-4 was humanized using combinatorial antibody libraries and phage-display technology. Humanized VEEV-binding Fabs were evaluated for virus-neutralizing capacity, then selected Fabs were converted to whole immunoglobulin (Ig) G1, and stable cell lines were generated. The humanized mAb Hy4-26C, designated Hy4 IgG, had virus-neutralizing capacity similar to that of 3B4C-4. Passive antibody protection studies with purified Hy4 IgG were performed in adult Swiss Webster mice. As little as 100 ng Hy4 IgG protected 90 % of mice challenged with 100 intraperitoneal (i.p.) mean morbidity (MD(50)) doses of virulent VEEV (Trinidad donkey) 24 h after antibody transfer; also, 500 mug Hy4 IgG protected 80 % of mice inoculated with 100 intranasal MD(50) doses of VEEV. Moreover, 10 mug passive Hy4 IgG protected 70 % of mice from a VEEV challenge dose as great as 10(7) i.p. MD(50). Hy4 IgG also protected mice from challenge with another epizootic VEEV variety, 1C (P676). Importantly, therapeutic administration of the humanized mAb to mice already infected with VEEV cured 90 % of mice treated with Hy4 IgG within 1 h of VEEV inoculation and 75 % of mice treated 24 h after virus infection.",,Animal-drug-intervention,6,1,1
1081,6972995,The Journal of experimental medicine,Effector T lymphocytes in lymphocytic choriomeningitis virus-infected mice. Cytolytic activity of Lyt-23 spleen cells in vitro does not correlate with elimination of infectious virus from spleens.,"The T lymphocytes from mice recovering from infection with lymphocytic choriomeningitis virus were selected for subclasses by treatment with anti-Lyt antisera and complement. Lyt-23 cells and mixtures of lyt-1 and Lyt-23 cells caused up to one-half the destruction of cultivated target cells as compared with untreated T lymphocytes; Lyt-1 cells alone were not cytotoxic. Selected and unselected spleen T cells were also inoculated intravenously into previously infected mice. Whereas unselected cells reduced infectious virus in the spleens of the recipients approximately 100-fold, only marginal effects, which were not preferentially associated with one particular subclass, were seen with selected LYT-23 or Lyt-1 lymphocytes or a mixture of both. Apparently the Lyt-23 cells, shown to by cytolytic for infected cells in vitro, did not cause elimination of a measurable quantity of the virus from mice.",,Animal-drug-intervention,6,1,1
1082,26388120,Thrombosis research,Prasugrel reduces ischaemic infarct volume and ameliorates neurological deficits in a non-human primate model of middle cerebral artery thrombosis,"Several clinical trials have demonstrated the benefits of thienopyridine monotherapy in ischaemic stroke patients. Non-human primate models of ischaemic stroke have been used for various antithrombotic agents; however, to the best of our knowledge, there is no data on the effects of P2Y12 antagonists in models, such as the thrombotic middle cerebral artery occlusion (MCAO) monkey model. Accordingly, it remains unclear what level of inhibition of platelet aggregation (IPA) is required for optimal treatment of ischaemic stroke. In the present study, we investigated the effects of prasugrel, a third-generation thienopyridine antiplatelet drug, on platelet aggregation, thrombus formation and cerebral infarct volume in a non-human primate model. Daily oral administration of prasugrel resulted in significant and stable platelet inhibitory effects on Day 3, with IPA values ranging from 31% to 36% at 0.3mg/kg/day and from 44% to 50% at 1mg/kg/day. These IPA levels encompassed values observed in clinical trials of clopidogrel, and were thus selected for further study. In the thrombotic MCAO model, prasugrel increased MCA patency in a dose-dependent manner and significantly reduced ischaemic infarct volume by approximately 70% at 0.3mg/kg/day and 90% at 1mg/kg/day without increasing haemorrhagic infarction. Prasugrel also significantly reduced neurological deficit scores by 60% at 0.3mg/kg/day and 80% at 1mg/kg/day. In conclusion, prasugrel treatment resulted in effective reduction of ischaemic infarction and an associated improvement in neurological function without increasing haemorrhagic infarction. These data suggest that prasugrel monotherapy would be effective for the prevention of thrombotic stroke.",Ischemic stroke| Non-human primate| P2Y(12) antagonist| Platelet| Prasugrel,Animal-drug-intervention,6,1,1
1083,34500626,"Molecules (Basel, Switzerland)",Apigenin Ameliorates Scopolamine-Induced Cognitive Dysfunction and Neuronal Damage in Mice.,"We investigated the protective effect and mechanisms of apigenin against cognitive impairments in a scopolamine-injected mouse model. Our results showed that intraperitoneal (i.p.) injection of scopolamine leads to learning and memory dysfunction, whereas the administration of apigenin (synthetic compound, 100 and 200 mg/kg/day) improved cognitive ability, which was confirmed by behavioral tests such as the T-maze test, novel objective recognition test, and Morris water maze test in mice. In addition, scopolamine-induced lipid peroxidation in the brain was attenuated by administration of apigenin. To further evaluate the protective mechanisms of apigenin on cognitive and memory function, Western blot analysis was carried out. Administration of apigenin decreased the B-cell lymphoma 2-associated X/B-cell lymphoma 2 (Bax/Bcl-2) ratio and suppressed caspase-3 and poly ADP ribose polymerase cleavage. Furthermore, apigenin down-regulated the β-site amyloid precursor protein-cleaving enzyme, along with presenilin 1 (PS1) and PS2 protein levels. Apigenin-administered mice showed lower protein levels of a receptor for advanced glycation end-products, whereas insulin-degrading enzyme, brain-derived neurotrophic factor (BDNF), and tropomyosin receptor kinase B (TrkB) expression were promoted by treatment with apigenin. Therefore, this study demonstrated that apigenin is an active substance that can improve cognitive and memory functions by regulating apoptosis, amyloidogenesis, and BDNF/TrkB signaling pathways.",apigenin| cognitive ability| neuronal damage| oxidative stress| scopolamine,Animal-drug-intervention,6,1,1
1084,27973536,PLoS pathogens,A Single Subcutaneous Injection of Cellulose Ethers Administered Long before Infection Confers Sustained Protection against Prion Diseases in Rodents,"Prion diseases are fatal, progressive, neurodegenerative diseases caused by prion accumulation in the brain and lymphoreticular system. Here we report that a single subcutaneous injection of cellulose ethers (CEs), which are commonly used as inactive ingredients in foods and pharmaceuticals, markedly prolonged the lives of mice and hamsters intracerebrally or intraperitoneally infected with the 263K hamster prion. CEs provided sustained protection even when a single injection was given as long as one year before infection. These effects were linked with persistent residues of CEs in various tissues. More effective CEs had less macrophage uptake ratios and hydrophobic modification of CEs abolished the effectiveness. CEs were significantly effective in other prion disease animal models; however, the effects were less remarkable than those observed in the 263K prion-infected animals. The genetic background of the animal model was suggested to influence the effects of CEs. CEs did not modify prion protein expression but inhibited abnormal prion protein formation in vitro and in prion-infected cells. Although the mechanism of CEs in vivo remains to be solved, these findings suggest that they aid in elucidating disease susceptibility and preventing prion diseases.",,Animal-drug-intervention,6,1,1
1085,16086036,British journal of pharmacology,Neuroprotective effect of paeoniflorin on cerebral ischemic rat by activating adenosine A1 receptor in a manner different from its classical agonists.,"The effects of paeoniflorin (PF), a compound isolated from Paeony radix, on neurological impairment and histologically measured infarction volume following transient and permanent focal ischemia were examined in Sprague-Dawley rats. In transient ischemia model, rats were subjected to a 1.5-h occlusion of the middle cerebral artery (MCA). The administration of PF (2.5 and 5 mg kg(-1), s.c.) produced a dose-dependent decrease in both neurological impairment and the histologically measured infarction volume. Similar results were also obtained when PF (2.5, 5, and 10 mg kg(-1), s.c.) was given in permanent ischemia model. The neuroprotective effect of PF (10 mg kg(-1), s.c.) was abolished by pretreatment of DPCPX (0.25 mg kg(-1), s.c.), a selective adenosine A1 receptor (A1R) antagonist. PF (10, 40, and 160 mg kg(-1), i.v.) had no effect on mean arterial pressure (MAP) and heart rates (HR) in the conscious rat. Additionally, PF (10(-3) mol l(-1)) had no effect on noradrenaline- (NA-) or high K+ concentration-induced contractions of isolated rabbit primary artery. In competitive binding experiments, PF did not compete with the binding of [3H]DPCPX, but displaced the binding of [3H]NECA to the membrane preparation of rat cerebral cortex. This binding manner was distinguished from the classical A1R agonists. The results demonstrated that activation of A1R might be involved in PF-induced neuroprotection in cerebral ischemia in rat. However, PF had no 'well-known' cardiovascular side effects of classical A1R agonists. The results suggest that PF might have the potential therapeutic value as an anti-stroke drug.",,Animal-drug-intervention,6,1,1
1086,22851280,"Age (Dordrecht, Netherlands)",Growth hormone and insulin-like growth factor-I alter hippocampal excitatory synaptic transmission in young and old rats.,"In rats, as in humans, normal aging is characterized by a decline in hippocampal-dependent learning and memory, as well as in glutamatergic function. Both growth hormone (GH) and insulin-like growth factor-I (IGF-I) levels have been reported to decrease with age, and treatment with either GH or IGF-I can ameliorate age-related cognitive decline. Interestingly, acute GH and IGF-I treatments enhance glutamatergic synaptic transmission in the rat hippocampus of juvenile animals. However, whether this enhancement also occurs in old rats, when cognitive impairment is ameliorated by GH and IGF-I (des-IGF-I), remains to be determined. To address this issue, we used an in vitro CA1 hippocampal slice preparation and extracellular recording techniques to study the effects of acute application of GH and IGF-I on compound field excitatory postsynaptic potentials (fEPSPs), as well as AMPA- and NMDA-dependent fEPSPs, in young adult (10 months) and old (28 months) rats. The results indicated that both GH and IGF-I increased compound-, AMPA-, and NMDA-dependent fEPSPs to a similar extent in slices from both age groups and that this augmentation was likely mediated via a postsynaptic mechanism. Initial characterization of the signaling cascades underlying these effects revealed that the GH-induced enhancement was not mediated by the JAK2 signaling element in either young adult or old rats but that the IGF-I-induced enhancement involved a PI3K-mediated mechanism in old, but not young adults. The present findings are consistent with a role for a GH- or IGF-I-induced enhancement of glutamatergic transmission in mitigating age-related cognitive impairment in old rats.",,Animal-drug-intervention,6,1,1
1087,13129593,Brain & development,Erythropoietin exerts neuroprotective effect in neonatal rat model of hypoxic-ischemic brain injury,"Hypoxic-ischemic encephalopathy seen in survivors of perinatal asphyxia is a frequently encountered and a major clinical problem for which there is currently no effective treatment. Hematopoietic neuroprotective agents, such as erythropoietin (EPO) may rescue neurons from cell death in this setting. EPO is a cytokine hormone that has neuroprotective effect in vitro and in vivo. In this study, we evaluated the effect of posthypoxic EPO administration in an animal model of neonatal hypoxic-ischemic injury. Our results show that a single intracerebroventricular injection of EPO immediately after hypoxic-ischemic insult in neonatal rat model of hypoxic-ischemia reduced the extent of hypoxic-ischemic brain damage. The mean infarct volume assessed 7 days after hypoxia was significantly smaller in EPO-treated group than in the control group. These findings suggest that EPO may provide benefit after hypoxic-ischemic events in the developing brain, a major contributor to static encephalopathy and cerebral palsy.",,Animal-drug-intervention,6,1,1
1088,2148665,Acta neurochirurgica,The NMDA antagonist MK-801 improved metabolic recovery after 10 minutes global cerebral ischaemia in rats measured with 31 phosphorous magnetic resonance spectroscopy.,"The blockade of postsynaptic receptors for excitatory amino acids is a promising new field for the possible treatment of cerebral ischaemia. The most important receptor seems to be the N-methyl-D-aspartate (NMDA) subtype of the glutamate receptors and MK-801 is a potent non-competitive antagonist to the NMDA receptor. 31P NMR Spectroscopy was used to measure the recovery of intracellular pH and the high energy phosphates Phosphocreatine (PCr) and ATP after ten minutes of temporary global cerebral ischaemia in the rat. Cerebral ischaemia was obtained by combining bilateral carotid ligation and systemic hypotension (2 vessel occlusion model). Two intervention groups with intravenous injection of MK-801 in doses of 0.25 mg/kg and 0.5 mg/kg 15 minutes before onset of ischaemia were compared to a control group. Both intervention groups showed a more rapid recovery of PCr and ATP than the control group, but there were no significant differences for intracellular pH.",,Animal-drug-intervention,6,1,1
1089,32507685,Journal of pharmacological sciences,"Inhibition of STAT3 phosphorylation attenuates impairments in learning and memory in 5XFAD mice, an animal model of Alzheimer's disease","The pathophysiological roles of astrocytes in the reactive state are thought to have important significance in the pathogenesis of neurodegenerative diseases, including Alzheimer's disease (AD). However, the detailed mechanisms underlying the transition of astrocytes from the resting state to the reactive state during neurodegenerative disease largely remain to be defined. Here, we investigated the pathways involved in activating astrocytes from the resting state to the reactive state in primary cultured astrocytes treated with oligomeric Aβ and in the hippocampus of 5XFAD mice. Treatment with oligomeric Aβ induced an increase in reactive astrocytes, as assessed by the protein level of glial fibrillary acidic protein (GFAP) and this increase was caused by STAT3 phosphorylation in primary cultured astrocytes. The administration of Stattic, an inhibitor of STAT3, rescued the activation of astrocytes in primary cultured astrocytes and in the hippocampus of 6-month-old 5XFAD mice as well as impairments in learning and memory. Collectively, these results demonstrated that reactive astrocytes in the AD brain are induced via STAT3 and the impairments in learning and memory observed in 5XFAD mice are rescued by STAT3 inhibition, suggesting that the inhibition of STAT3 phosphorylation in astrocytes may be a novel therapeutic target for cognitive impairment in AD.",5XFAD mice| Alzheimer's disease| Astrocyte| JAK / STAT3| Memory,Animal-drug-intervention,6,1,1
1090,35642994,Journal of neuroimmunology,Activation of TRESK background potassium channels by cloxyquin exerts protective effects against excitotoxic-induced brain injury and neuroinflammation in neonatal rats.,"We investigated effects of activation of TRESK channels by selective activator cloxyquin on excitotoxic-induced brain injury and neuroinflammation involving brain mast cells and inflammatory cytokines in neonatal rats. Three different doses of cloxyquin (0.2, 1 and 5 mg/kg) were studied in ibotenate-induced perinatal brain injury (PBI) in P5 rat-pups. Cerebral lesions and mast cells in coronal brain sections were evaluated. Concentrations of activin A, IL-1β, IL-6 and IL-10 in brain homogenates were measured using ELISA. Cloxyquin dose-dependently exerted protective effects against excitotoxic-induced neonatal brain injury and neuroinflammation. TRESK channels may be a promising new target for the treatment of PBIs.",Brain mast cells| Cloxyquin| Excitotoxicity| Neuroinflammation| Perinatal brain damage| TRESK background potassium channels,Animal-drug-intervention,6,1,1
1091,15317469,Journal of medicinal chemistry,Phenyl-tetrazolyl acetophenones: discovery of positive allosteric potentiatiors for the metabotropic glutamate 2 receptor.,"Herein we disclose the discovery of a new class of positive allosteric potentiators of the metabotropic glutamate receptor 2 (mGlu2), phenyl-tetrazolyl acetophenones, e.g. 1-(2-hydroxy-3-propyl-4-[4-[4-(2H-tetrazol-5-yl)phenoxy]butoxy]phenyl) ethanone (4). These potentiators were shown to have no effect in the absence of glutamate as well as no effect at mGlu3 or the other mGlu receptors. The compounds were also evaluated in rodent models with potential relevance for schizophrenia, and 4 was shown to have activity in the inhibition of ketamine-induced norepinephrine release and ketamine-induced hyperactivity. This represents the first example of the efficacy of mGlu2 receptor potentiators in these models.",,Animal-drug-intervention,6,1,1
1092,9260992,"Hypertension (Dallas, Tex. : 1979)",Early induction of angiotensin I-converting enzyme in rat carotid artery after balloon injury.,"Several studies have demonstrated the effectiveness of angiotensin I-converting enzyme (ACE) inhibitors in preventing the neointima formation found after denudation of the rat carotid artery by balloon injury. The aim of the present study was to determine the role of ACE in this model and to compare the treatment with the ACE inhibitor ramiprilat with that with the angiotensin II antagonist HR 720. The endothelial layer of the left carotid artery was removed using an inflated balloon catheter. Injured and control vessels were both submitted to histomorphological analysis and DNA content quantification at 2, 4, 6, 8, 12, and 14 days after injury. Evaluation of neointima thickening demonstrated a slow but steady increase of neointima that was significant after day 6 and reached 30% of the lumen in 2 weeks. This was paralleled by an increase in DNA content, which was significant 4 days after injury. ACE mRNA levels were quantified by polymerase chain reaction after reverse transcription. Measurement of ACE mRNA levels revealed a significant upregulation 2 and 8 days after injury, with no significant difference when compared with control tissue at later time points. ACE activity was also significantly enhanced at 2 and 8 days after injury, with no significant difference when compared with control tissue at later time points. In addition, the treatment with ramiprilat was more efficient in reducing neointima formation than that with HR 720. These data underlie the role of ACE in this model of restenosis. The early induction of ACE expression after endothelial injury but before significant changes in the vessel structure suggests that ACE activity might be one of the mechanisms that trigger neointima formation in the rat.",,Animal-drug-intervention,6,1,1
1093,37669383,Proceedings of the National Academy of Sciences of the United States of America,Nasal administration of anti-CD3 monoclonal antibody ameliorates disease in a mouse model of Alzheimer's disease,"Emerging evidence suggests that dysregulation of neuroinflammation, particularly that orchestrated by microglia, plays a significant role in the pathogenesis of Alzheimer's disease (AD). Danger signals including dead neurons, dystrophic axons, phosphorylated tau, and amyloid plaques alter the functional phenotype of microglia from a homeostatic (M0) to a neurodegenerative or disease-associated phenotype, which in turn drives neuroinflammation and promotes disease. Thus, therapies that target microglia activation constitute a unique approach for treating AD. Here, we report that nasally administered anti-CD3 monoclonal antibody in the 3xTg AD mouse model reduced microglial activation and improved cognition independent of amyloid beta deposition. In addition, gene expression analysis demonstrated decreased oxidative stress, increased axogenesis and synaptic organization, and metabolic changes in the hippocampus and cortex of nasal anti-CD3 treated animals. The beneficial effect of nasal anti-CD3 was associated with the accumulation of T cells in the brain where they were in close contact with microglial cells. Taken together, our findings identify nasal anti-CD3 as a unique form of immunotherapy to treat Alzheimer's disease independent of amyloid beta targeting.",3xTg mice| T cells| microglia| nasal anti-CD3,Animal-drug-intervention,6,1,1
1094,21396684,Thrombosis research,Bleeding response induced by anti-thrombotic doses of a phosphoinositide 3-kinase (PI3K)-β inhibitor in mice.,"Published evidence suggests that phosphoinositide 3 kinase-β (PI3K-β) plays an important role in platelet aggregation and shear activation. TGX-221 is a selective PI3K-β inhibitor with a good separation of anti-thrombotic efficacy and bleeding (therapeutic index) in rats. Our goal was to further evaluate potential of a PI3K-β inhibitor as an anti-thrombotic agent by determining the therapeutic index in another species and efficacy model. Reported effects of TGX-221 in rats were also confirmed.	TGX-221 (0.3 + 0.3, 1 + 1, 3 + 3 mg/kg + mg/kg/hr, i.v.) or vehicle was given to mice starting 15 min prior to FeCl(3) arterial thrombosis (AT), tail or kidney bleeding time (BT) procedures.	Integrated blood flow over 30 min (%baseline mean ± SEM) improved (p < 0.05) with TGX-221 doses 1 + 1 (49 ± 13.9%) and 3+3 (88 ± 10.6%) versus 0.3 + 0.3 (10 ± 0.8%) and vehicle (10 ± 0.6%). Vascular patency (non-occluded/total arteries) improved (p < 0.01) with TGX-221 doses of 3 + 3 (7/8), but not 0.3 + 0.3 (0/8) or 1 + 1 (4/8) versus vehicle (0/8). Tail BT (sec) increased (p < 0.05) with TGX-221 doses of 3 + 3 (median 1560) and 1 + 1 (1305) versus vehicle (225). Mean renal BT (sec) increased (p < 0.05) in all TGX-221 groups (3 + 3: 510 + 26; 1 + 1: 478 + 41; 0.3 + 0.3: 246 + 37) versus vehicle (123 + 9). For comparison, a reference agent, aspirin (30 mpk, i.p.) increased tail BT 1.9X and renal BT 2.6X.	The novel finding of a clear impact on hemostasis by TGX-221 was demonstrated by increased bleeding in two models in mice at anti-thrombotic doses. The results suggest a narrower therapeutic index for this PI3K-β inhibitor than previously recognized, at least for this species.",,Animal-drug-intervention,6,1,1
1095,17011205,Neurobiology of disease,Oral uridine pro-drug PN401 is neuroprotective in the R6/2 and N171-82Q mouse models of Huntington's disease,"Previously, uridine pro-drug 2',3',5'-tri-O-acetyluridine (PN401) was shown to be protective in the mitochondrial complex II inhibitor 3-nitropropionic acid model of Huntington's disease (HD). In this study, PN401 increased survival and improved motor function on the rotarod in both R6/2 and N171-82Q polyglutamine repeat mouse models of HD. PN401 significantly decreased neurodegeneration in both the piriform cortex and striatum although PN401 decreased huntingtin protein aggregates only in the striatum. Cortical and striatal brain-derived neurotrophic factor (BDNF) protein levels were reduced in the +/- compared to the -/- N171-82Q mice and PN401 treatment significantly increased cortical BDNF in both +/- and -/- mice, but PN401 did not affect striatal BDNF. These results suggest that PN401 may have beneficial effects in the treatment of neurodegenerative diseases such as HD.",,Animal-drug-intervention,6,1,1
1096,34549339,Journal of molecular neuroscience : MN,Resveratrol Improves Synaptic Plasticity in Hypoxic-Ischemic Brain Injury in Neonatal Mice via Alleviating SIRT1/NF-κB Signaling-Mediated Neuroinflammation.,"Neonatal hypoxic-ischemic encephalopathy (HIE) is an obstinate disease that troubles neonatologists. At present, cognitive impairment after HIE has received increasing attention. Synaptic plasticity determines the development of cognitive function, so it is urgent to develop new drugs that can improve HIE-induced cognitive impairment. Hypoxia-ischemia (HI)-induced neuroinflammation affects synaptic plasticity. As a SIRT1 agonist, resveratrol has a powerful anti-inflammatory effect, but whether it has an effect on impaired synaptic plasticity in HIE and the potential mechanism remain unclear. In the present study, resveratrol was used to intervene in hypoxic-ischemic brain injury (HIBI) mice, and the effects on hippocampal synaptic plasticity and further mechanisms were explored through performing neurobehavioral, morphological observations, Golgi sliver staining, western blotting, and quantitative real-time polymerase chain reaction experiments. We first found that resveratrol improves HI-induced long-term cognitive and memory deficits, and then we found that resveratrol reduces hippocampal neuronal damage and increases dendritic spine density and the expression of synaptic proteins. Finally, we found that this effect may be exerted by regulating the neuroinflammatory response mediated by the SIRT1/NF-κB axis. This study provides a new theoretical basis for resveratrol to prevent long-term neurological dysfunction following HIBI.",,Animal-drug-intervention,6,1,1
1097,24893798,Neurochemical research,Effects of long-term treatment with quercetin on cognition and mitochondrial function in a mouse model of Alzheimer's disease,"Amyloid-β (Aβ)-induced mitochondrial dysfunction has been recognized as a prominent, early event in Alzheimer's disease (AD). Therefore, therapeutics targeted to improve mitochondrial function could be beneficial. Quercetin, a bioflavanoid, has been reported to have potent neuro-protective effects, but its preventive effects on Aβ-induced mitochondrial dysfunction and cognitive impairment have not been well characterised. Three-month-old APPswe/PS1dE9 transgenic mice were randomly assigned to a vehicle group, two quercetin (either 20 or 40 mg kg(-1) day(-1)) groups, or an Aricept (2 mg kg(-1) day(-1)) group. After 16 weeks of treatment, we observed beneficial effects of quercetin (40 mg kg(-1) day(-1)), including lessening learning and memory deficits, reducing scattered senile plaques, and ameliorating mitochondrial dysfunction, as evidenced by restoration of mitochondrial membrane potential, reactive oxygen species and ATP levels in mitochondria isolated from the hippocampus compared to control. Furthermore, the AMP-activated protein kinase (AMPK) activity significantly increased in the quercetin-treated (40 mg kg(-1) day(-1)) group. These findings suggest that a reduction in plaque burden and mitochondrial dysfunction through the activation of AMPK may be one of the mechanisms by which quercetin improves cognitive functioning in the APPswe/PS1dE9 transgenic mouse model of AD.",,Animal-drug-intervention,6,1,1
1098,16267375,Biological research for nursing,Effects of estrogen on platelet reactivity after transient forebrain ischemia in rats.,"Estrogen's prothrombotic effects are of increasing concern, particularly in stroke risk and recovery. Using an ischemic rodent model, the authors sought to determine (a) if estrogen replacement increases postischemic platelet reactivity, (b) if changes in estrogen status alter intraplatelet endothelial nitric oxide synthase (eNOS) synthesis, and (c) if estrogen-mediated effects on platelets alter cerebral blood flow during reperfusion. Intact (I), ovariectomized (OVX), and OVX + 17 beta-estradiol (E50) rats were subjected to 30 min of forebrain ischemia and 60 min of reperfusion. Using the platelet activation marker P-selectin, postischemic platelet reactivity was quantified by flow cytometry. In a separate cohort (I, OVX, E50), the authors quantified platelet eNOS by Western blot. Another cohort (OVX, E50) was subjected to ischemia/reperfusion, and cerebral blood flow was determined using the iodoantipyrine technique. Collagen-stimulated platelet P-selectin expression was increased in the OVX rats at 60 min of reperfusion, and this effect was reversed by estrogen treatment. No differences in platelet eNOS expression were detected among groups. Cerebral blood flow at 60 min reperfusion was comparable between the OVX and the E50 rats. The authors conclude that during reper-fusion, estrogen deficiency increases postischemic platelet sensitivity to stimuli in estrogen-deficient rats. Estrogen treatment mitigates effects of estrogen loss on platelets, but this early effect is apparently not caused by intraplatelet eNOS depression. Neither estrogen deficiency nor estrogen treatment changes early postischemic regional brain blood flow. In this rodent global cerebral ischemic model, physiologic doses of estrogen are not deleterious to platelet reactivity and may initially reduce postischemic platelet reactivity.",,Animal-drug-intervention,6,1,1
1099,28701075,Neurological research,The effect of orexin-A on motor and cognitive functions in a rat model of Parkinson's disease,"OBJECTIVE:  The aim of this study was to evaluate the effect of orexin-A (OX-A) and the orexin-1 receptor antagonist SB-334867 (SB) on motor and cognitive functions in a rat model of Parkinson's disease. METHODS: Parkinson was induced by intracerebroventricular (i.c.v) injection of 6- hydroxydopamine (6-OHDA) (200 μg/rat). 72 h later, the treatment was initiated by i.c.v administration of SB (30 nmol/rat) and/or OX-A (0.3 nmol/rat) for 10 days. Motor functions were monitored using rotarod and hanging tests. Cognitive function was assessed by passive avoidance test (Shuttle box). Results: OX-A administration in 6-OHDA treated rats remarkably increased the time which animals run on rod (in rotarod test) and also the latency to fall (in hanging test) (P < 0.01 and P < 0.001, respectively). Conversely, administration of SB in 6-OHDA-treated rats decreased the mentioned indices (P < 0.05 for latency to fall). Administration of agonist and/or antagonist of orexin-1 receptors had no significant effect on 6-OHDA induced cognitive impairment in rats. CONCLUSION:  Results of this study suggest that the orexinergic system might be involved in sensory-motor deficits of Parkinson's disease.",6- hydroxydopamine| Parkinson’s disease| SB.334867| orexin-a| rat,Animal-drug-intervention,6,1,1
1100,10321670,Critical care medicine,Propranolol blocks cocaine-induced cerebral vasodilation in newborn sheep,"OBJECTIVE: The objective of this study was to test the hypothesis that cocaine-induced cerebral vasodilation in newborn sheep is mediated via beta-adrenergic receptor activation. DESIGN: The cerebral effects of a single intravenous injection of cocaine (4 mg/kg) given 30 mins after pretreatment with propranolol (1 mg/kg) were studied and compared with the results from a previous study using an identical cocaine protocol without propranolol pretreatment. SUBJECTS: Seven chronically catheterized, unanesthetized newborn sheep (6 +/- 1 days old). MEASUREMENTS: Cerebral blood flow using radiolabeled microspheres, mean arterial blood pressure (MAP), heart rate, and cerebral arterial and venous oxygen content were measured at baseline, after administration of propranolol, and 0.5, 5, 15, and 60 mins after cocaine injection. Cerebrovascular resistance was calculated as the MAP divided by the cerebral blood flow. MAIN RESULTS: Propranolol injection alone caused no systemic or cerebral physiologic changes other than an 11 +/- 2% (mean +/- SEM) decrease in heart rate, which was sustained after cocaine injection. In contrast to previous studies showing cerebral vasodilation (25% decrease in cerebrovascular resistance) and acute hypertension (57% increase in MAP) 30 secs after cocaine injection, there were no changes in cerebrovascular resistance after cocaine injection and after propranolol pretreatment and there was only a 23 +/- 7% increase in MAP 30 secs after injection, with a return to baseline by 15 mins. Cocaine and norepinephrine levels were similar to those previously reported in the newborn sheep after an injection of 4 mg/kg cocaine. CONCLUSION: Propranolol blocks cocaine-induced cerebral vasodilation and blunts the acute hypertension in newborn sheep, suggesting that cocaine's cerebrovascular effects in the developing brain are mediated, at least in part, by beta-adrenergic receptor activation.",,Animal-drug-intervention,6,1,1
